ISO_Year,ISO_Week,ISO_Week_Start_Date,LandingPage_Group,Channel_Group,Device_Group,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count
2023,47,2023-11-20,.LYP,Undefined,NON-MOBILE,3,8,0,0,0,0,0
2023,47,2023-11-20,.Other,Direct,MOBILE,40,156,39,92,104,0,36
2023,47,2023-11-20,.Other,Direct,NON-MOBILE,65,171,61,152,277,0,44
2023,47,2023-11-20,.Other,Other,MOBILE,1,13,0,6,5,0,26
2023,47,2023-11-20,.Other,Other,NON-MOBILE,4,11,17,39,95,0,21
2023,47,2023-11-20,.Other,Paid,MOBILE,58,438,72,179,173,0,125
2023,47,2023-11-20,.Other,Paid,NON-MOBILE,100,287,123,235,368,0,68
2023,47,2023-11-20,.Other,SEO,MOBILE,14,58,23,82,82,0,39
2023,47,2023-11-20,.Other,SEO,NON-MOBILE,113,275,182,479,681,0,176
2023,47,2023-11-20,.Other,Undefined,MOBILE,1,24,0,9,11,0,4
2023,47,2023-11-20,.Other,Undefined,NON-MOBILE,0,2,5,16,21,0,5
2023,47,2023-11-20,.Property,Direct,MOBILE,3,14,361,1222,1019,0,92
2023,47,2023-11-20,.Property,Direct,NON-MOBILE,9,22,493,882,1693,0,66
2023,47,2023-11-20,.Property,Other,MOBILE,0,3,33,63,79,0,7
2023,47,2023-11-20,.Property,Other,NON-MOBILE,2,7,70,136,288,0,26
2023,47,2023-11-20,.Property,Paid,MOBILE,2,10,175,540,636,0,49
2023,47,2023-11-20,.Property,Paid,NON-MOBILE,17,28,526,1108,1654,0,57
2023,47,2023-11-20,.Property,SEO,MOBILE,0,4,85,308,374,0,34
2023,47,2023-11-20,.Property,SEO,NON-MOBILE,10,31,435,976,1744,0,45
2023,47,2023-11-20,.Property,Undefined,MOBILE,0,0,15,47,9,0,4
2023,47,2023-11-20,.Property,Undefined,NON-MOBILE,0,1,40,59,163,0,4
2023,48,2023-11-27,./corporate/,Direct,NON-MOBILE,0,0,2,21,24,0,0
2023,48,2023-11-27,./corporate/,Paid,MOBILE,0,0,0,5,0,0,2
2023,48,2023-11-27,./corporate/,SEO,MOBILE,0,10,37,43,43,0,23
2023,48,2023-11-27,./corporate/,SEO,NON-MOBILE,1,3,24,45,65,0,19
2023,48,2023-11-27,./corporate/,Undefined,MOBILE,0,0,1,0,0,0,2
2023,48,2023-11-27,./housing/,Direct,MOBILE,5,24,85,206,217,0,47
2023,48,2023-11-27,./housing/,Direct,NON-MOBILE,12,25,113,337,460,0,37
2023,48,2023-11-27,./housing/,Other,MOBILE,0,0,13,13,19,0,0
2023,48,2023-11-27,./housing/,Other,NON-MOBILE,2,1,10,88,109,0,2
2023,48,2023-11-27,./housing/,Paid,MOBILE,1,18,98,292,224,0,31
2023,48,2023-11-27,./housing/,Paid,NON-MOBILE,3,18,172,419,397,0,44
2023,48,2023-11-27,./housing/,SEO,MOBILE,5,31,68,217,240,0,52
2023,48,2023-11-27,./housing/,SEO,NON-MOBILE,30,78,181,361,609,0,47
2023,48,2023-11-27,./housing/,Undefined,MOBILE,1,2,2,3,3,0,8
2023,48,2023-11-27,./housing/,Undefined,NON-MOBILE,1,2,3,42,9,0,2
2023,48,2023-11-27,./members/,Direct,MOBILE,48,126,158,505,461,0,73
2023,48,2023-11-27,./members/,Direct,NON-MOBILE,179,293,335,814,1103,0,74
2023,48,2023-11-27,./members/,Other,MOBILE,0,0,11,22,30,0,4
2023,48,2023-11-27,./members/,Other,NON-MOBILE,25,28,22,85,190,0,27
2023,48,2023-11-27,./members/,Paid,MOBILE,13,21,112,305,266,0,32
2023,48,2023-11-27,./members/,Paid,NON-MOBILE,103,156,277,798,960,0,68
2023,48,2023-11-27,./members/,SEO,MOBILE,9,21,52,181,176,0,29
2023,48,2023-11-27,./members/,SEO,NON-MOBILE,134,207,300,762,1196,0,86
2023,48,2023-11-27,./members/,Undefined,MOBILE,10,16,14,28,17,0,18
2023,48,2023-11-27,./members/,Undefined,NON-MOBILE,2,9,13,32,46,0,9
2023,48,2023-11-27,.Home,Direct,MOBILE,125,538,469,1388,999,0,239
2023,48,2023-11-27,.Home,Direct,NON-MOBILE,365,858,700,1890,2554,0,247
2023,48,2023-11-27,.Home,Other,MOBILE,7,52,39,91,61,0,5
2023,48,2023-11-27,.Home,Other,NON-MOBILE,33,96,66,190,286,0,30
2023,48,2023-11-27,.Home,Paid,MOBILE,105,456,613,1591,1209,0,318
2023,48,2023-11-27,.Home,Paid,NON-MOBILE,332,824,1060,2448,3318,0,288
2023,48,2023-11-27,.Home,SEO,MOBILE,34,201,220,681,580,0,123
2023,48,2023-11-27,.Home,SEO,NON-MOBILE,268,670,900,1937,2868,0,212
2023,48,2023-11-27,.Home,Undefined,MOBILE,2,16,58,75,78,0,38
2023,48,2023-11-27,.Home,Undefined,NON-MOBILE,2,5,14,22,47,0,4
2023,48,2023-11-27,.LYP,Direct,MOBILE,269,980,7,33,28,0,26
2023,48,2023-11-27,.LYP,Direct,NON-MOBILE,185,430,4,17,26,0,13
2023,48,2023-11-27,.LYP,Other,MOBILE,3,31,0,0,3,0,0
2023,48,2023-11-27,.LYP,Other,NON-MOBILE,17,46,0,0,0,0,0
2023,48,2023-11-27,.LYP,Paid,MOBILE,75,2147,6,46,14,0,21
2023,48,2023-11-27,.LYP,Paid,NON-MOBILE,96,384,3,5,45,0,7
2023,48,2023-11-27,.LYP,SEO,MOBILE,16,54,0,4,12,0,1
2023,48,2023-11-27,.LYP,SEO,NON-MOBILE,59,134,3,2,11,0,0
2023,48,2023-11-27,.LYP,Undefined,MOBILE,21,115,0,0,1,0,0
2023,48,2023-11-27,.LYP,Undefined,NON-MOBILE,5,15,0,0,0,0,0
2023,48,2023-11-27,.Other,Direct,MOBILE,34,185,24,104,79,0,53
2023,48,2023-11-27,.Other,Direct,NON-MOBILE,77,230,106,209,393,0,75
2023,48,2023-11-27,.Other,Other,MOBILE,2,24,3,8,10,0,7
2023,48,2023-11-27,.Other,Other,NON-MOBILE,11,31,22,40,110,0,24
2023,48,2023-11-27,.Other,Paid,MOBILE,67,562,75,231,173,0,128
2023,48,2023-11-27,.Other,Paid,NON-MOBILE,123,354,143,376,518,0,85
2023,48,2023-11-27,.Other,SEO,MOBILE,21,97,29,80,80,0,47
2023,48,2023-11-27,.Other,SEO,NON-MOBILE,136,401,250,711,789,0,247
2023,48,2023-11-27,.Other,Undefined,MOBILE,3,66,9,3,7,0,17
2023,48,2023-11-27,.Other,Undefined,NON-MOBILE,2,8,6,1,8,0,3
2023,48,2023-11-27,.Property,Direct,MOBILE,4,13,507,1441,1300,0,91
2023,48,2023-11-27,.Property,Direct,NON-MOBILE,13,36,599,1545,2112,0,57
2023,48,2023-11-27,.Property,Other,MOBILE,0,4,28,75,87,0,16
2023,48,2023-11-27,.Property,Other,NON-MOBILE,2,5,103,277,404,0,17
2023,48,2023-11-27,.Property,Paid,MOBILE,1,5,229,728,790,0,65
2023,48,2023-11-27,.Property,Paid,NON-MOBILE,13,25,603,1565,2224,0,78
2023,48,2023-11-27,.Property,SEO,MOBILE,1,7,152,515,472,0,48
2023,48,2023-11-27,.Property,SEO,NON-MOBILE,23,42,598,1338,2232,0,62
2023,48,2023-11-27,.Property,Undefined,MOBILE,0,0,26,77,29,0,8
2023,48,2023-11-27,.Property,Undefined,NON-MOBILE,1,2,38,122,118,0,4
2023,49,2023-12-04,./corporate/,Direct,MOBILE,0,1,0,0,0,0,3
2023,49,2023-12-04,./corporate/,Direct,NON-MOBILE,0,1,2,6,2,0,0
2023,49,2023-12-04,./corporate/,Paid,MOBILE,0,0,0,2,0,0,0
2023,49,2023-12-04,./corporate/,SEO,MOBILE,2,11,27,31,40,0,24
2023,49,2023-12-04,./corporate/,SEO,NON-MOBILE,3,10,43,71,110,0,8
2023,49,2023-12-04,./housing/,Direct,MOBILE,8,21,73,233,165,0,36
2023,49,2023-12-04,./housing/,Direct,NON-MOBILE,12,23,92,324,408,0,17
2023,49,2023-12-04,./housing/,Other,MOBILE,0,4,23,13,16,0,0
2023,49,2023-12-04,./housing/,Other,NON-MOBILE,1,1,10,116,114,0,6
2023,49,2023-12-04,./housing/,Paid,MOBILE,5,13,90,263,176,0,22
2023,49,2023-12-04,./housing/,Paid,NON-MOBILE,12,25,126,388,359,0,36
2023,49,2023-12-04,./housing/,SEO,MOBILE,6,32,89,238,150,0,39
2023,49,2023-12-04,./housing/,SEO,NON-MOBILE,26,63,189,429,548,0,31
2023,49,2023-12-04,./housing/,Undefined,MOBILE,0,4,2,16,0,0,7
2023,49,2023-12-04,./housing/,Undefined,NON-MOBILE,0,1,7,11,23,0,0
2023,49,2023-12-04,./members/,Direct,MOBILE,44,143,158,633,429,0,57
2023,49,2023-12-04,./members/,Direct,NON-MOBILE,145,258,251,821,1211,0,88
2023,49,2023-12-04,./members/,Other,MOBILE,1,3,21,32,53,0,4
2023,49,2023-12-04,./members/,Other,NON-MOBILE,16,21,52,192,278,0,15
2023,49,2023-12-04,./members/,Paid,MOBILE,8,19,116,311,292,0,31
2023,49,2023-12-04,./members/,Paid,NON-MOBILE,94,120,364,774,1059,0,65
2023,49,2023-12-04,./members/,SEO,MOBILE,6,26,26,192,158,0,24
2023,49,2023-12-04,./members/,SEO,NON-MOBILE,110,192,372,890,1206,0,98
2023,49,2023-12-04,./members/,Undefined,MOBILE,5,21,6,14,13,0,9
2023,49,2023-12-04,./members/,Undefined,NON-MOBILE,5,10,13,51,63,0,16
2023,49,2023-12-04,.Home,Direct,MOBILE,143,563,421,1369,937,0,213
2023,49,2023-12-04,.Home,Direct,NON-MOBILE,359,766,728,1896,2573,0,351
2023,49,2023-12-04,.Home,Other,MOBILE,4,52,23,67,48,0,14
2023,49,2023-12-04,.Home,Other,NON-MOBILE,19,54,49,206,338,0,19
2023,49,2023-12-04,.Home,Paid,MOBILE,70,374,534,1669,1285,0,249
2023,49,2023-12-04,.Home,Paid,NON-MOBILE,326,835,1075,2624,3071,0,283
2023,49,2023-12-04,.Home,SEO,MOBILE,28,170,164,735,459,0,106
2023,49,2023-12-04,.Home,SEO,NON-MOBILE,207,535,781,1965,2436,0,196
2023,49,2023-12-04,.Home,Undefined,MOBILE,3,16,30,56,51,0,6
2023,49,2023-12-04,.Home,Undefined,NON-MOBILE,2,6,17,22,15,0,8
2023,49,2023-12-04,.LYP,Direct,MOBILE,223,998,11,9,20,0,19
2023,49,2023-12-04,.LYP,Direct,NON-MOBILE,191,474,1,0,38,0,3
2023,49,2023-12-04,.LYP,Other,MOBILE,5,44,0,0,0,0,0
2023,49,2023-12-04,.LYP,Other,NON-MOBILE,12,30,2,7,26,0,1
2023,49,2023-12-04,.LYP,Paid,MOBILE,76,2143,1,12,14,0,30
2023,49,2023-12-04,.LYP,Paid,NON-MOBILE,102,389,1,11,15,0,16
2023,49,2023-12-04,.LYP,SEO,MOBILE,21,67,2,34,0,0,1
2023,49,2023-12-04,.LYP,SEO,NON-MOBILE,66,162,3,6,15,0,3
2023,49,2023-12-04,.LYP,Undefined,MOBILE,12,98,0,0,0,0,0
2023,49,2023-12-04,.LYP,Undefined,NON-MOBILE,4,12,0,0,0,0,0
2023,49,2023-12-04,.Other,Direct,MOBILE,43,179,28,79,58,0,27
2023,49,2023-12-04,.Other,Direct,NON-MOBILE,69,192,87,256,373,0,52
2023,49,2023-12-04,.Other,Other,MOBILE,2,16,0,3,1,0,1
2023,49,2023-12-04,.Other,Other,NON-MOBILE,3,19,17,36,120,0,16
2023,49,2023-12-04,.Other,Paid,MOBILE,81,643,127,386,289,0,158
2023,49,2023-12-04,.Other,Paid,NON-MOBILE,113,382,221,491,569,0,133
2023,49,2023-12-04,.Other,SEO,MOBILE,21,77,38,163,100,0,38
2023,49,2023-12-04,.Other,SEO,NON-MOBILE,145,392,286,706,858,0,248
2023,49,2023-12-04,.Other,Undefined,MOBILE,4,61,3,19,3,0,26
2023,49,2023-12-04,.Other,Undefined,NON-MOBILE,0,7,2,32,13,0,3
2023,49,2023-12-04,.Property,Direct,MOBILE,6,26,437,1533,1206,0,73
2023,49,2023-12-04,.Property,Direct,NON-MOBILE,13,33,512,1459,1941,0,66
2023,49,2023-12-04,.Property,Other,MOBILE,1,4,50,81,67,0,11
2023,49,2023-12-04,.Property,Other,NON-MOBILE,1,3,91,309,491,0,12
2023,49,2023-12-04,.Property,Paid,MOBILE,4,11,230,763,650,0,39
2023,49,2023-12-04,.Property,Paid,NON-MOBILE,19,37,702,1697,2229,0,90
2023,49,2023-12-04,.Property,SEO,MOBILE,0,3,125,372,306,0,18
2023,49,2023-12-04,.Property,SEO,NON-MOBILE,18,36,617,1207,2169,0,65
2023,49,2023-12-04,.Property,Undefined,MOBILE,0,0,24,91,37,0,3
2023,49,2023-12-04,.Property,Undefined,NON-MOBILE,0,0,34,94,85,0,6
2023,50,2023-12-11,./corporate/,Direct,MOBILE,0,0,0,0,1,0,0
2023,50,2023-12-11,./corporate/,Direct,NON-MOBILE,0,0,0,1,16,0,0
2023,50,2023-12-11,./corporate/,Other,NON-MOBILE,0,0,0,0,3,0,0
2023,50,2023-12-11,./corporate/,Paid,MOBILE,0,0,0,1,0,0,0
2023,50,2023-12-11,./corporate/,Paid,NON-MOBILE,0,0,6,0,1,0,0
2023,50,2023-12-11,./corporate/,SEO,MOBILE,0,6,24,108,87,0,20
2023,50,2023-12-11,./corporate/,SEO,NON-MOBILE,0,8,43,55,108,0,19
2023,50,2023-12-11,./housing/,Direct,MOBILE,5,16,83,195,206,0,32
2023,50,2023-12-11,./housing/,Direct,NON-MOBILE,15,25,115,269,373,0,12
2023,50,2023-12-11,./housing/,Other,MOBILE,0,5,6,72,28,0,4
2023,50,2023-12-11,./housing/,Other,NON-MOBILE,5,6,17,77,86,0,16
2023,50,2023-12-11,./housing/,Paid,MOBILE,7,7,77,281,138,0,25
2023,50,2023-12-11,./housing/,Paid,NON-MOBILE,7,18,156,336,353,0,39
2023,50,2023-12-11,./housing/,SEO,MOBILE,6,29,74,150,182,0,45
2023,50,2023-12-11,./housing/,SEO,NON-MOBILE,20,53,160,495,604,0,57
2023,50,2023-12-11,./housing/,Undefined,MOBILE,1,2,6,2,4,0,5
2023,50,2023-12-11,./housing/,Undefined,NON-MOBILE,0,2,4,18,35,0,4
2023,50,2023-12-11,./members/,Direct,MOBILE,31,98,143,480,407,0,56
2023,50,2023-12-11,./members/,Direct,NON-MOBILE,142,284,258,896,1186,0,89
2023,50,2023-12-11,./members/,Other,MOBILE,2,3,15,31,25,0,5
2023,50,2023-12-11,./members/,Other,NON-MOBILE,10,13,21,63,189,0,20
2023,50,2023-12-11,./members/,Paid,MOBILE,11,23,117,272,245,0,38
2023,50,2023-12-11,./members/,Paid,NON-MOBILE,79,112,318,802,1121,0,66
2023,50,2023-12-11,./members/,SEO,MOBILE,11,23,42,160,146,0,33
2023,50,2023-12-11,./members/,SEO,NON-MOBILE,107,190,297,813,1049,0,111
2023,50,2023-12-11,./members/,Undefined,MOBILE,1,12,6,7,17,0,11
2023,50,2023-12-11,./members/,Undefined,NON-MOBILE,5,10,30,98,99,0,60
2023,50,2023-12-11,.Home,Direct,MOBILE,136,512,393,1022,790,0,190
2023,50,2023-12-11,.Home,Direct,NON-MOBILE,307,712,650,2229,2528,0,280
2023,50,2023-12-11,.Home,Other,MOBILE,7,49,26,70,38,0,10
2023,50,2023-12-11,.Home,Other,NON-MOBILE,32,80,47,203,289,0,36
2023,50,2023-12-11,.Home,Paid,MOBILE,71,352,454,1643,1107,0,216
2023,50,2023-12-11,.Home,Paid,NON-MOBILE,313,745,1046,2557,3074,0,258
2023,50,2023-12-11,.Home,SEO,MOBILE,34,194,192,533,451,0,98
2023,50,2023-12-11,.Home,SEO,NON-MOBILE,212,493,707,1739,2291,0,127
2023,50,2023-12-11,.Home,Undefined,MOBILE,2,13,23,37,46,0,10
2023,50,2023-12-11,.Home,Undefined,NON-MOBILE,2,5,17,39,13,0,4
2023,50,2023-12-11,.LYP,Direct,MOBILE,219,964,9,43,42,0,47
2023,50,2023-12-11,.LYP,Direct,NON-MOBILE,177,413,4,15,33,0,7
2023,50,2023-12-11,.LYP,Other,MOBILE,1,43,4,2,3,0,2
2023,50,2023-12-11,.LYP,Other,NON-MOBILE,10,35,3,0,1,0,0
2023,50,2023-12-11,.LYP,Paid,MOBILE,63,2079,1,9,4,0,25
2023,50,2023-12-11,.LYP,Paid,NON-MOBILE,75,301,2,10,26,0,7
2023,50,2023-12-11,.LYP,SEO,MOBILE,10,58,2,26,26,0,2
2023,50,2023-12-11,.LYP,SEO,NON-MOBILE,61,136,2,3,5,0,0
2023,50,2023-12-11,.LYP,Undefined,MOBILE,14,89,0,0,1,0,0
2023,50,2023-12-11,.LYP,Undefined,NON-MOBILE,16,21,0,0,0,0,0
2023,50,2023-12-11,.Other,Direct,MOBILE,39,197,13,80,57,0,38
2023,50,2023-12-11,.Other,Direct,NON-MOBILE,78,202,71,232,295,0,46
2023,50,2023-12-11,.Other,Other,MOBILE,0,22,1,5,5,0,3
2023,50,2023-12-11,.Other,Other,NON-MOBILE,22,42,13,33,88,0,32
2023,50,2023-12-11,.Other,Paid,MOBILE,78,581,74,259,179,0,120
2023,50,2023-12-11,.Other,Paid,NON-MOBILE,108,372,134,393,446,0,69
2023,50,2023-12-11,.Other,SEO,MOBILE,5,69,32,101,89,0,55
2023,50,2023-12-11,.Other,SEO,NON-MOBILE,139,362,349,728,818,0,297
2023,50,2023-12-11,.Other,Undefined,MOBILE,8,64,13,7,9,0,26
2023,50,2023-12-11,.Other,Undefined,NON-MOBILE,4,6,12,42,20,0,2
2023,50,2023-12-11,.Property,Direct,MOBILE,4,18,384,1237,1002,0,91
2023,50,2023-12-11,.Property,Direct,NON-MOBILE,26,54,432,1161,1806,0,73
2023,50,2023-12-11,.Property,Other,MOBILE,0,6,26,139,120,0,6
2023,50,2023-12-11,.Property,Other,NON-MOBILE,1,1,146,305,531,0,18
2023,50,2023-12-11,.Property,Paid,MOBILE,1,6,214,804,664,0,54
2023,50,2023-12-11,.Property,Paid,NON-MOBILE,8,25,575,1463,2007,0,84
2023,50,2023-12-11,.Property,SEO,MOBILE,1,8,113,420,399,0,28
2023,50,2023-12-11,.Property,SEO,NON-MOBILE,24,35,509,1145,1781,0,42
2023,50,2023-12-11,.Property,Undefined,MOBILE,0,0,24,21,18,0,1
2023,50,2023-12-11,.Property,Undefined,NON-MOBILE,0,0,54,104,90,0,0
2023,51,2023-12-18,./corporate/,Direct,MOBILE,0,0,1,0,0,0,0
2023,51,2023-12-18,./corporate/,Direct,NON-MOBILE,0,0,3,1,2,0,0
2023,51,2023-12-18,./corporate/,SEO,MOBILE,0,0,31,28,102,0,16
2023,51,2023-12-18,./corporate/,SEO,NON-MOBILE,3,6,84,51,139,0,14
2023,51,2023-12-18,./housing/,Direct,MOBILE,2,16,68,160,229,0,35
2023,51,2023-12-18,./housing/,Direct,NON-MOBILE,11,17,125,303,422,0,21
2023,51,2023-12-18,./housing/,Other,MOBILE,0,1,4,8,5,0,2
2023,51,2023-12-18,./housing/,Other,NON-MOBILE,2,4,5,101,114,0,0
2023,51,2023-12-18,./housing/,Paid,MOBILE,3,6,53,155,149,0,23
2023,51,2023-12-18,./housing/,Paid,NON-MOBILE,0,5,124,315,367,0,15
2023,51,2023-12-18,./housing/,SEO,MOBILE,5,29,55,200,113,0,40
2023,51,2023-12-18,./housing/,SEO,NON-MOBILE,18,52,116,346,559,0,21
2023,51,2023-12-18,./housing/,Undefined,MOBILE,0,1,6,65,9,0,0
2023,51,2023-12-18,./housing/,Undefined,NON-MOBILE,2,5,7,33,43,0,2
2023,51,2023-12-18,./members/,Direct,MOBILE,22,85,130,437,391,0,79
2023,51,2023-12-18,./members/,Direct,NON-MOBILE,111,222,234,594,978,0,107
2023,51,2023-12-18,./members/,Other,MOBILE,0,0,10,24,11,0,2
2023,51,2023-12-18,./members/,Other,NON-MOBILE,35,49,37,106,236,0,31
2023,51,2023-12-18,./members/,Paid,MOBILE,8,17,78,221,237,0,16
2023,51,2023-12-18,./members/,Paid,NON-MOBILE,68,92,224,634,963,0,59
2023,51,2023-12-18,./members/,SEO,MOBILE,4,17,58,200,129,0,12
2023,51,2023-12-18,./members/,SEO,NON-MOBILE,97,160,246,818,1186,0,93
2023,51,2023-12-18,./members/,Undefined,MOBILE,4,14,2,4,6,0,3
2023,51,2023-12-18,./members/,Undefined,NON-MOBILE,4,10,19,33,60,0,4
2023,51,2023-12-18,.Home,Direct,MOBILE,118,459,347,1157,749,0,153
2023,51,2023-12-18,.Home,Direct,NON-MOBILE,302,642,637,1627,2224,0,290
2023,51,2023-12-18,.Home,Other,MOBILE,4,35,7,32,51,0,12
2023,51,2023-12-18,.Home,Other,NON-MOBILE,29,59,29,195,191,0,66
2023,51,2023-12-18,.Home,Paid,MOBILE,63,333,447,1113,996,0,184
2023,51,2023-12-18,.Home,Paid,NON-MOBILE,233,567,918,1964,2509,0,223
2023,51,2023-12-18,.Home,SEO,MOBILE,23,139,149,530,434,0,51
2023,51,2023-12-18,.Home,SEO,NON-MOBILE,162,420,546,1615,2046,0,141
2023,51,2023-12-18,.Home,Undefined,MOBILE,0,4,26,8,31,0,14
2023,51,2023-12-18,.Home,Undefined,NON-MOBILE,2,3,16,43,29,0,10
2023,51,2023-12-18,.LYP,Direct,MOBILE,152,783,2,7,13,0,8
2023,51,2023-12-18,.LYP,Direct,NON-MOBILE,123,302,4,18,18,0,2
2023,51,2023-12-18,.LYP,Other,MOBILE,5,55,0,0,0,0,0
2023,51,2023-12-18,.LYP,Other,NON-MOBILE,7,27,0,0,1,0,0
2023,51,2023-12-18,.LYP,Paid,MOBILE,55,2537,2,30,8,0,25
2023,51,2023-12-18,.LYP,Paid,NON-MOBILE,59,346,2,9,13,0,2
2023,51,2023-12-18,.LYP,SEO,MOBILE,17,50,0,1,5,0,0
2023,51,2023-12-18,.LYP,SEO,NON-MOBILE,38,94,3,0,14,0,0
2023,51,2023-12-18,.LYP,Undefined,MOBILE,12,87,0,14,0,0,0
2023,51,2023-12-18,.LYP,Undefined,NON-MOBILE,4,27,0,0,0,0,0
2023,51,2023-12-18,.Other,Direct,MOBILE,29,155,25,51,50,0,19
2023,51,2023-12-18,.Other,Direct,NON-MOBILE,69,186,82,132,264,0,45
2023,51,2023-12-18,.Other,Other,MOBILE,2,32,2,9,16,0,4
2023,51,2023-12-18,.Other,Other,NON-MOBILE,14,25,12,27,69,0,28
2023,51,2023-12-18,.Other,Paid,MOBILE,59,549,66,264,176,0,103
2023,51,2023-12-18,.Other,Paid,NON-MOBILE,91,296,97,230,347,0,48
2023,51,2023-12-18,.Other,SEO,MOBILE,23,72,25,68,52,0,46
2023,51,2023-12-18,.Other,SEO,NON-MOBILE,102,254,231,604,822,0,229
2023,51,2023-12-18,.Other,Undefined,MOBILE,10,64,1,13,11,0,8
2023,51,2023-12-18,.Other,Undefined,NON-MOBILE,0,0,2,5,10,0,1
2023,51,2023-12-18,.Property,Direct,MOBILE,3,12,341,959,867,0,81
2023,51,2023-12-18,.Property,Direct,NON-MOBILE,18,37,389,1244,1614,0,92
2023,51,2023-12-18,.Property,Other,MOBILE,0,8,17,52,55,0,7
2023,51,2023-12-18,.Property,Other,NON-MOBILE,0,2,91,228,396,0,10
2023,51,2023-12-18,.Property,Paid,MOBILE,2,4,214,603,537,0,41
2023,51,2023-12-18,.Property,Paid,NON-MOBILE,14,27,416,1102,1596,0,59
2023,51,2023-12-18,.Property,SEO,MOBILE,0,2,132,293,299,0,25
2023,51,2023-12-18,.Property,SEO,NON-MOBILE,15,28,450,1028,1648,0,68
2023,51,2023-12-18,.Property,Undefined,MOBILE,0,0,13,28,24,0,0
2023,51,2023-12-18,.Property,Undefined,NON-MOBILE,1,2,36,100,107,0,11
2023,52,2023-12-25,./corporate/,Direct,NON-MOBILE,0,0,1,9,2,0,0
2023,52,2023-12-25,./corporate/,Other,NON-MOBILE,0,0,0,13,3,0,0
2023,52,2023-12-25,./corporate/,SEO,MOBILE,0,2,18,43,77,0,21
2023,52,2023-12-25,./corporate/,SEO,NON-MOBILE,1,7,61,44,87,0,18
2023,52,2023-12-25,./housing/,Direct,MOBILE,10,25,81,179,131,0,28
2023,52,2023-12-25,./housing/,Direct,NON-MOBILE,9,22,97,218,343,0,27
2023,52,2023-12-25,./housing/,Other,MOBILE,0,0,5,11,16,0,6
2023,52,2023-12-25,./housing/,Other,NON-MOBILE,3,5,8,70,97,0,0
2023,52,2023-12-25,./housing/,Paid,MOBILE,2,7,54,121,142,0,26
2023,52,2023-12-25,./housing/,Paid,NON-MOBILE,3,8,69,294,296,0,16
2023,52,2023-12-25,./housing/,SEO,MOBILE,5,24,50,196,182,0,40
2023,52,2023-12-25,./housing/,SEO,NON-MOBILE,15,56,174,335,468,0,26
2023,52,2023-12-25,./housing/,Undefined,MOBILE,1,7,1,2,3,0,2
2023,52,2023-12-25,./housing/,Undefined,NON-MOBILE,0,0,3,8,34,0,2
2023,52,2023-12-25,./members/,Direct,MOBILE,34,103,140,498,393,0,76
2023,52,2023-12-25,./members/,Direct,NON-MOBILE,152,281,219,639,1029,0,56
2023,52,2023-12-25,./members/,Other,MOBILE,1,1,4,28,26,0,2
2023,52,2023-12-25,./members/,Other,NON-MOBILE,14,27,33,46,127,0,32
2023,52,2023-12-25,./members/,Paid,MOBILE,13,25,108,171,279,0,26
2023,52,2023-12-25,./members/,Paid,NON-MOBILE,58,100,229,618,1037,0,42
2023,52,2023-12-25,./members/,SEO,MOBILE,9,34,38,162,165,0,15
2023,52,2023-12-25,./members/,SEO,NON-MOBILE,81,127,264,715,1006,0,76
2023,52,2023-12-25,./members/,Undefined,MOBILE,1,11,1,8,16,0,6
2023,52,2023-12-25,./members/,Undefined,NON-MOBILE,3,8,18,25,60,0,15
2023,52,2023-12-25,.Home,Direct,MOBILE,134,567,392,1150,814,0,174
2023,52,2023-12-25,.Home,Direct,NON-MOBILE,317,703,569,1527,2328,0,185
2023,52,2023-12-25,.Home,Other,MOBILE,5,54,32,63,87,0,11
2023,52,2023-12-25,.Home,Other,NON-MOBILE,45,90,61,146,188,0,40
2023,52,2023-12-25,.Home,Paid,MOBILE,60,324,484,1298,1010,0,195
2023,52,2023-12-25,.Home,Paid,NON-MOBILE,254,636,774,1869,2598,0,239
2023,52,2023-12-25,.Home,SEO,MOBILE,41,227,247,607,523,0,94
2023,52,2023-12-25,.Home,SEO,NON-MOBILE,236,562,730,1629,2402,0,200
2023,52,2023-12-25,.Home,Undefined,MOBILE,5,16,29,33,28,0,13
2023,52,2023-12-25,.Home,Undefined,NON-MOBILE,2,4,14,32,26,0,0
2023,52,2023-12-25,.LYP,Direct,MOBILE,182,939,5,17,16,0,4
2023,52,2023-12-25,.LYP,Direct,NON-MOBILE,189,415,6,2,19,0,0
2023,52,2023-12-25,.LYP,Other,MOBILE,4,50,0,0,1,0,0
2023,52,2023-12-25,.LYP,Other,NON-MOBILE,21,49,0,0,4,0,0
2023,52,2023-12-25,.LYP,Paid,MOBILE,57,2745,2,18,18,0,43
2023,52,2023-12-25,.LYP,Paid,NON-MOBILE,124,591,76,187,266,0,76
2023,52,2023-12-25,.LYP,SEO,MOBILE,28,80,1,1,14,0,1
2023,52,2023-12-25,.LYP,SEO,NON-MOBILE,56,122,2,21,14,0,0
2023,52,2023-12-25,.LYP,Undefined,MOBILE,17,115,0,0,1,0,0
2023,52,2023-12-25,.LYP,Undefined,NON-MOBILE,9,14,0,1,0,0,0
2023,52,2023-12-25,.Other,Direct,MOBILE,43,246,33,110,70,0,52
