Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-03-22,You,52.05%, --, --,89.99%,62.84%, --
2024-03-22,airbnb.com,32.19%,30.02%,60.07%,87.37%,40.74%,42.66%
2024-03-22,hellolanding.com,13.69%,13.05%,62.26%,91.40%,47.83%,47.82%
2024-03-24,You,49.46%, --, --,89.85%,61.97%, --
2024-03-24,airbnb.com,29.60%,27.05%,59.82%,86.34%,37.58%,41.46%
2024-03-24,hellolanding.com,13.90%,13.59%,64.49%,90.10%,49.28%,45.13%
2024-03-22,apartmentlist.com,10.45%,7.43%,55.44%,91.46%,23.15%,49.90%
2024-03-27,You,67.57%, --, --,93.42%,70.39%, --
2024-03-27,airbnb.com,27.84%,22.62%,61.86%,89.05%,42.98%,58.12%
2024-03-27,hellolanding.com,11.04%,8.99%,57.49%,90.08%,47.21%,64.08%
2024-03-22,hometogo.com,< 10%,4.86%,32.32%,56.91%,6.31%,51.23%
2024-03-24,apartmentlist.com,12.57%,9.66%,55.76%,91.38%,22.49%,46.80%
2024-03-24,hometogo.com,< 10%,4.80%,28.78%,51.58%,4.58%,48.78%
2024-03-27,apartmentlist.com,< 10%,5.64%,44.35%,88.86%,21.17%,65.88%
2024-03-27,hometogo.com,< 10%,3.24%,36.23%,54.77%,5.91%,66.78%
2024-03-14,You,65.14%, --, --,92.38%,61.89%, --
2024-03-14,airbnb.com,36.74%,30.24%,66.10%,91.20%,49.57%,52.12%
2024-03-14,hellolanding.com,15.96%,14.69%,62.07%,92.95%,49.49%,59.20%
2024-03-20,You,53.79%, --, --,91.21%,66.11%, --
2024-03-20,airbnb.com,30.25%,26.95%,62.43%,88.26%,40.75%,44.74%
2024-03-20,hellolanding.com,12.80%,11.69%,60.34%,90.61%,46.75%,50.00%
2024-03-14,apartmentlist.com,10.70%,5.74%,49.16%,91.28%,19.33%,63.30%
2024-03-14,hometogo.com,< 10%,2.82%,38.39%,59.26%,4.75%,64.44%
2024-03-23,You,50.33%, --, --,89.68%,61.02%, --
2024-03-23,airbnb.com,32.12%,30.49%,61.83%,87.75%,40.73%,40.85%
2024-03-23,hellolanding.com,14.01%,13.51%,61.72%,91.81%,48.04%,46.14%
2024-03-25,You,55.70%, --, --,90.35%,66.45%, --
2024-03-25,airbnb.com,29.92%,25.46%,62.24%,87.51%,40.42%,46.87%
2024-03-20,apartmentlist.com,12.68%,8.76%,54.93%,91.35%,25.30%,51.20%
2024-03-20,hometogo.com,< 10%,6.01%,36.42%,64.67%,8.03%,52.61%
2024-03-25,hellolanding.com,10.68%,9.00%,63.75%,91.00%,47.43%,52.50%
2024-03-23,apartmentlist.com,11.20%,7.84%,54.05%,90.84%,20.90%,48.20%
2024-03-23,hometogo.com,< 10%,4.76%,34.00%,54.92%,5.64%,49.52%
2024-03-25,apartmentlist.com,10.76%,7.45%,52.57%,90.42%,20.78%,53.52%
2024-03-25,hometogo.com,< 10%,4.06%,37.79%,57.22%,6.62%,54.84%
