Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-04-03,You,81.20%, --, --,94.69%,74.92%, --
2024-04-03,airbnb.com,30.12%,30.49%,45.98%,92.65%,39.29%,69.82%
2024-04-03,hellolanding.com,10.50%,10.57%,43.22%,90.89%,35.20%,77.49%
2024-04-03,apartmentlist.com,< 10%,7.78%,26.23%,87.99%,14.93%,79.54%
2024-04-08,You,84.72%, --, --,96.90%,77.62%, --
2024-04-08,hellolanding.com,10.15%,10.63%,40.15%,91.20%,33.29%,81.11%
2024-04-10,airbnb.com,27.34%,28.66%,45.23%,91.92%,39.87%,73.65%
2024-04-08,airbnb.com,26.94%,28.20%,45.02%,92.89%,39.64%,73.97%
2024-04-10,You,84.62%, --, --,96.95%,76.99%, --
2024-04-10,hellolanding.com,< 10%,9.67%,38.11%,90.85%,31.43%,81.50%
2024-04-08,apartmentlist.com,< 10%,8.02%,26.19%,90.48%,17.55%,82.94%
2024-04-10,apartmentlist.com,< 10%,7.38%,23.19%,89.72%,16.28%,83.17%
2024-03-28,hellolanding.com,< 10%,9.96%,46.96%,89.80%,39.28%,76.90%
2024-03-28,You,80.68%, --, --,95.52%,75.44%, --
2024-04-05,You,84.12%, --, --,96.33%,75.13%, --
2024-04-06,You,85.05%, --, --,96.73%,74.44%, --
2024-03-28,airbnb.com,22.56%,21.50%,50.39%,90.77%,41.65%,71.94%
2024-03-28,apartmentlist.com,< 10%,4.94%,29.10%,87.40%,15.42%,79.52%
2024-04-09,You,83.78%, --, --,96.40%,75.84%, --
2024-04-05,hellolanding.com,11.39%,11.97%,43.17%,92.55%,34.66%,79.77%
2024-04-05,airbnb.com,29.75%,31.31%,46.65%,94.01%,41.67%,71.83%
2024-04-06,airbnb.com,29.97%,31.04%,46.41%,94.02%,41.42%,72.80%
2024-04-06,apartmentlist.com,< 10%,7.98%,22.64%,90.01%,14.83%,83.51%
2024-04-06,hellolanding.com,12.23%,12.55%,41.38%,89.99%,34.40%,80.64%
2024-04-05,apartmentlist.com,< 10%,6.53%,20.56%,86.90%,11.23%,82.99%
2024-04-09,apartmentlist.com,< 10%,8.40%,25.93%,88.36%,17.53%,81.96%
2024-04-09,airbnb.com,28.58%,30.12%,45.51%,92.41%,39.89%,72.30%
2024-04-09,hellolanding.com,< 10%,10.33%,39.30%,90.12%,31.44%,80.38%
2024-04-02,hellolanding.com,10.23%,9.92%,50.26%,93.09%,42.07%,75.42%
2024-04-02,airbnb.com,28.75%,27.99%,46.32%,91.97%,38.74%,69.09%
2024-04-02,You,79.38%, --, --,94.60%,76.86%, --
2024-04-07,hellolanding.com,11.22%,11.65%,42.51%,91.55%,34.74%,80.00%
2024-04-07,You,84.17%, --, --,96.31%,76.55%, --
2024-04-07,airbnb.com,27.04%,28.02%,45.01%,92.54%,38.42%,73.55%
2024-04-02,apartmentlist.com,< 10%,8.00%,29.17%,88.91%,14.72%,77.53%
2024-04-07,apartmentlist.com,< 10%,7.79%,24.50%,90.78%,18.14%,82.56%
2024-03-31,You,79.49%, --, --,94.34%,74.45%, --
2024-03-30,airbnb.com,26.15%,24.95%,46.30%,92.37%,38.30%,71.42%
2024-04-01,airbnb.com,21.70%,20.44%,45.32%,88.96%,35.96%,72.04%
2024-03-31,airbnb.com,24.56%,23.53%,44.95%,90.80%,36.78%,71.09%
2024-03-29,airbnb.com,25.69%,25.21%,48.60%,91.86%,40.01%,70.31%
2024-03-31,hellolanding.com,12.24%,12.20%,44.63%,92.00%,37.74%,75.17%
2024-04-04,airbnb.com,29.21%,29.86%,47.58%,93.46%,41.05%,70.20%
2024-03-30,apartmentlist.com,< 10%,7.51%,31.51%,87.91%,16.04%,78.84%
2024-03-30,You,80.75%, --, --,94.68%,75.21%, --
2024-03-29,You,80.13%, --, --,94.94%,75.15%, --
2024-04-01,apartmentlist.com,< 10%,5.45%,32.08%,90.47%,18.56%,78.01%
2024-04-01,hellolanding.com,< 10%,9.41%,40.93%,90.85%,34.60%,76.34%
2024-04-01,You,79.40%, --, --,94.23%,80.40%, --
2024-04-04,hellolanding.com,11.56%,11.66%,43.61%,91.62%,36.74%,77.66%
2024-03-29,hellolanding.com,< 10%,8.82%,46.69%,91.91%,38.56%,76.83%
2024-03-30,hellolanding.com,10.71%,10.33%,43.50%,91.78%,36.47%,77.12%
2024-03-31,apartmentlist.com,10.65%,9.51%,33.47%,91.60%,20.13%,76.96%
2024-03-29,apartmentlist.com,< 10%,6.33%,29.65%,88.59%,14.97%,78.63%
2024-04-04,You,81.82%, --, --,94.84%,75.36%, --
2024-04-04,apartmentlist.com,< 10%,6.35%,26.07%,88.61%,14.27%,80.47%
