Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-07-18,travelnursehousing.com,64.19%,78.18%,29.69%,89.83%,13.50%,56.37%
2024-07-20,travelnursehousing.com,68.29%,83.89%,40.31%,91.87%,18.62%,46.69%
2024-07-18,vrbo.com,< 10%,2.27%,22.81%,53.66%,2.44%,73.03%
2024-07-18,apartmentlist.com,< 10%,4.95%,26.61%,64.91%,16.96%,72.45%
2024-07-20,vrbo.com,< 10%,2.28%,38.64%,63.46%,3.85%,69.93%
2024-07-20,evolve.com,40.63%,49.92%,67.01%,94.87%,61.78%,46.95%
2024-07-20,apartmentlist.com,< 10%,4.82%,25.81%,62.50%,14.06%,69.67%
2024-07-20,You,70.55%, --, --,88.24%,39.51%, --
2024-07-18,You,73.41%, --, --,90.07%,48.50%, --
2024-07-20,airbnb.com,35.44%,40.86%,30.04%,71.86%,12.58%,61.89%
2024-07-18,evolve.com,39.53%,48.42%,55.02%,93.70%,50.15%,53.85%
2024-07-18,airbnb.com,35.29%,40.85%,26.95%,71.04%,15.60%,65.33%
2024-07-25,travelnursehousing.com,63.29%,81.32%,30.01%,91.14%,16.68%,50.86%
2024-07-25,apartmentlist.com,< 10%,6.90%,20.12%,52.21%,10.44%,66.35%
2024-07-25,vrbo.com,< 10%,2.61%,16.13%,52.38%,11.90%,67.00%
2024-07-25,You,67.28%, --, --,90.03%,50.19%, --
2024-07-25,evolve.com,36.46%,47.03%,55.37%,93.63%,51.01%,49.76%
2024-07-25,airbnb.com,35.66%,42.95%,24.58%,65.63%,12.62%,60.18%
2024-07-29,You,47.21%, --, --,91.84%,57.56%, --
2024-07-29,evolve.com,24.64%,48.47%,44.54%,91.26%,40.32%,37.02%
2024-07-29,apartmentlist.com,< 10%,5.07%,18.24%,47.79%,6.19%,46.77%
2024-07-29,vrbo.com,< 10%,2.61%,19.51%,52.08%,8.33%,46.97%
2024-07-29,travelnursehousing.com,41.53%,80.64%,25.07%,90.69%,14.61%,37.66%
2024-07-29,airbnb.com,20.13%,37.37%,19.54%,62.68%,9.80%,43.76%
