Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-02-18,hosthealthcare.com,< 10%,2.70%,10.77%,94.52%,0.00%,76.55%
2024-02-15,You,75.37%, --, --,92.67%,6.05%, --
2024-02-15,airbnb.com,13.74%,12.78%,20.47%,67.76%,2.82%,73.40%
2024-02-15,hellolanding.com,< 10%,8.53%,23.12%,55.68%,2.93%,73.88%
2024-02-15,hosthealthcare.com,< 10%,0.09%,0.00%,50.00%,0.00%,75.37%
2024-02-19,You,74.37%, --, --,92.30%,9.57%, --
2024-02-19,airbnb.com,14.39%,14.07%,15.00%,54.18%,2.55%,72.80%
2024-02-19,hellolanding.com,< 10%,7.46%,28.77%,69.12%,8.07%,72.77%
2024-02-19,hosthealthcare.com,< 10%,3.87%,12.73%,94.31%,0.81%,74.00%
2024-02-24,You,77.12%, --, --,94.05%,20.24%, --
2024-02-24,airbnb.com,18.63%,19.22%,15.14%,61.50%,2.01%,74.87%
2024-02-24,hellolanding.com,< 10%,6.44%,25.34%,60.00%,6.86%,75.86%
2024-02-24,hosthealthcare.com,< 10%,5.82%,9.85%,94.84%,0.00%,76.67%
2024-02-28,You,78.34%, --, --,94.82%,24.84%, --
2024-02-28,airbnb.com,22.75%,23.82%,18.99%,68.59%,4.40%,74.79%
2024-02-28,hellolanding.com,< 10%,6.79%,35.48%,78.22%,16.00%,76.45%
2024-02-28,hosthealthcare.com,10.09%,11.13%,16.07%,94.62%,0.57%,76.94%
2024-02-17,furnishedfinder.com,97.49%,99.50%,91.48%,98.37%,87.01%,6.70%
2024-02-17,info.com,< 10%,5.67%,34.40%,78.29%,4.00%,73.19%
2024-02-17,evolve.com,< 10%,8.44%,79.03%,93.81%,31.86%,69.67%
2024-02-17,favoes.com,< 10%,10.66%,9.36%,83.86%,0.00%,73.90%
2024-02-18,furnishedfinder.com,97.89%,99.71%,89.20%,98.37%,85.56%,8.49%
2024-02-18,info.com,< 10%,5.61%,25.93%,75.96%,4.37%,75.65%
2024-02-18,evolve.com,< 10%,8.94%,72.56%,94.09%,30.31%,71.79%
2024-02-18,favoes.com,10.18%,11.47%,3.99%,79.00%,0.00%,76.42%
2024-02-15,furnishedfinder.com,95.15%,99.23%,93.52%,98.34%,88.55%,5.43%
2024-02-15,info.com,< 10%,6.35%,33.78%,77.66%,4.06%,73.76%
2024-02-15,evolve.com,< 10%,7.25%,68.05%,95.85%,26.27%,71.65%
2024-02-15,favoes.com,< 10%,8.70%,8.87%,77.92%,0.43%,74.79%
2024-02-19,furnishedfinder.com,95.92%,99.12%,89.96%,97.85%,85.06%,8.06%
2024-02-19,info.com,< 10%,6.51%,30.27%,81.39%,2.60%,72.90%
2024-02-19,evolve.com,< 10%,7.63%,77.42%,93.61%,35.71%,69.97%
2024-02-19,favoes.com,10.67%,12.45%,9.60%,76.96%,0.00%,73.48%
2024-02-24,furnishedfinder.com,95.85%,98.85%,77.39%,97.62%,74.74%,18.12%
2024-02-24,info.com,< 10%,6.17%,16.43%,91.02%,1.80%,76.33%
2024-02-24,evolve.com,< 10%,9.96%,75.22%,96.23%,43.02%,71.34%
2024-02-24,favoes.com,< 10%,6.88%,5.13%,71.10%,0.58%,76.84%
2024-02-28,furnishedfinder.com,93.14%,97.45%,73.94%,97.48%,71.43%,21.89%
2024-02-28,info.com,< 10%,10.43%,19.58%,89.34%,4.39%,76.74%
2024-02-28,evolve.com,< 10%,7.15%,57.65%,94.86%,35.98%,75.11%
2024-02-28,favoes.com,< 10%,7.59%,6.25%,69.83%,0.83%,77.97%
