Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-06-19,airbnb.com,36.81%,42.28%,44.63%,80.70%,29.10%,32.31%
2024-06-19,hellolanding.com,10.48%,10.79%,36.27%,70.04%,23.14%,38.27%
2024-06-19,evolve.com,23.84%,39.83%,70.92%,93.64%,47.64%,28.58%
2024-06-14,evolve.com,18.24%,36.73%,73.24%,92.94%,44.56%,24.56%
2024-06-08,hometogo.com,< 10%,2.96%,28.92%,43.68%,3.57%,40.47%
2024-06-19,hometogo.com,< 10%,2.91%,16.82%,38.50%,1.94%,39.63%
2024-06-08,You,40.82%, --, --,83.37%,9.10%, --
2024-06-08,evolve.com,25.91%,42.70%,80.62%,92.97%,44.29%,26.77%
2024-06-08,hellolanding.com,< 10%,6.24%,40.00%,71.70%,25.43%,39.80%
2024-06-14,airbnb.com,33.72%,36.94%,44.81%,83.18%,32.42%,28.03%
2024-06-19,apartmentlist.com,< 10%,4.27%,30.57%,68.99%,11.09%,39.31%
2024-06-14,apartmentlist.com,< 10%,5.76%,23.27%,72.59%,10.64%,33.14%
2024-06-14,You,33.59%, --, --,86.60%,15.92%, --
2024-06-19,furnishedfinder.com,47.89%,75.29%,62.44%,90.44%,43.93%,21.10%
2024-06-19,You,39.83%, --, --,86.38%,20.74%, --
2024-06-15,hellolanding.com,< 10%,8.59%,28.79%,72.18%,30.41%,36.72%
2024-06-12,evolve.com,24.50%,44.29%,81.89%,93.45%,42.04%,23.02%
2024-06-15,hometogo.com,< 10%,4.02%,25.83%,50.07%,3.67%,37.26%
2024-06-12,hometogo.com,< 10%,2.33%,17.95%,33.33%,1.30%,35.97%
2024-06-13,You,34.57%, --, --,84.21%,11.00%, --
2024-06-13,furnishedfinder.com,48.34%,79.50%,80.94%,90.01%,52.14%,12.33%
2024-06-15,furnishedfinder.com,48.12%,78.99%,67.58%,89.93%,48.06%,17.55%
2024-06-13,airbnb.com,33.85%,35.60%,49.55%,82.48%,31.00%,28.47%
2024-06-13,hometogo.com,< 10%,2.81%,19.30%,31.58%,1.40%,34.38%
2024-06-15,apartmentlist.com,< 10%,3.64%,32.12%,76.91%,12.50%,37.21%
2024-06-15,airbnb.com,35.23%,34.63%,36.79%,83.54%,31.21%,32.85%
2024-06-12,hellolanding.com,< 10%,7.75%,40.38%,64.99%,19.56%,34.99%
2024-06-13,apartmentlist.com,< 10%,5.90%,35.98%,75.75%,14.15%,33.84%
2024-06-12,apartmentlist.com,< 10%,5.10%,33.33%,72.89%,12.74%,35.51%
2024-06-15,evolve.com,18.77%,37.29%,60.34%,92.05%,40.96%,29.18%
2024-06-13,evolve.com,20.38%,40.88%,80.51%,93.80%,46.34%,23.19%
2024-06-12,furnishedfinder.com,59.43%,85.74%,88.00%,91.06%,58.58%,8.87%
2024-06-12,You,36.12%, --, --,81.33%,6.44%, --
2024-06-12,airbnb.com,32.79%,34.12%,52.19%,78.88%,24.90%,29.69%
2024-06-13,hellolanding.com,< 10%,8.07%,42.51%,70.51%,25.60%,33.38%
2024-06-15,You,37.65%, --, --,88.48%,20.90%, --
2024-06-07,evolve.com,26.20%,42.60%,85.80%,95.53%,48.69%,24.87%
2024-06-16,hellolanding.com,10.33%,9.37%,31.91%,74.74%,28.32%,36.18%
2024-06-07,hellolanding.com,< 10%,4.59%,38.89%,67.54%,21.00%,38.49%
2024-06-07,hometogo.com,< 10%,2.95%,23.46%,36.09%,2.98%,38.92%
2024-06-07,furnishedfinder.com,61.79%,87.28%,87.35%,92.49%,58.99%,9.31%
2024-06-16,furnishedfinder.com,44.55%,75.29%,59.18%,91.40%,45.19%,20.67%
2024-06-16,evolve.com,14.11%,28.05%,41.73%,88.48%,27.21%,32.93%
2024-06-07,airbnb.com,32.65%,34.91%,50.31%,78.83%,24.89%,32.31%
2024-06-16,hometogo.com,< 10%,4.66%,22.73%,48.95%,3.86%,36.90%
2024-06-07,apartmentlist.com,< 10%,4.37%,37.50%,69.02%,8.78%,38.55%
2024-06-16,apartmentlist.com,< 10%,5.53%,36.17%,77.53%,12.55%,36.54%
2024-06-16,airbnb.com,35.70%,37.31%,37.06%,84.75%,33.87%,32.14%
2024-06-16,You,37.29%, --, --,90.25%,30.50%, --
2024-06-07,You,39.19%, --, --,83.02%,7.36%, --
2024-06-17,hellolanding.com,< 10%,9.87%,34.61%,74.81%,30.28%,34.33%
2024-06-17,hometogo.com,< 10%,3.89%,16.33%,38.47%,2.59%,35.31%
2024-06-17,apartmentlist.com,< 10%,4.95%,23.29%,72.37%,13.06%,35.13%
2024-06-17,evolve.com,15.16%,27.35%,49.96%,88.13%,31.28%,30.68%
2024-06-17,You,35.54%, --, --,90.23%,24.23%, --
2024-06-17,airbnb.com,31.52%,35.87%,38.65%,80.70%,26.74%,30.61%
2024-06-17,furnishedfinder.com,46.40%,75.83%,66.45%,91.13%,49.86%,17.63%
