Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-04-20,trustedhealth.com,< 10%,1.55%,62.50%,85.92%,2.82%,23.05%
2024-04-20,hellolanding.com,< 10%,6.38%,81.82%,80.68%,10.14%,22.06%
2024-04-16,furnishedfinder.com,57.57%,84.77%,78.43%,92.44%,58.54%,14.35%
2024-04-16,ayahealthcare.com,< 10%,2.49%,58.24%,86.07%,35.96%,42.20%
2024-04-16,apartmentlist.com,< 10%,5.52%,32.67%,77.86%,11.70%,42.05%
2024-04-16,evolve.com,14.90%,25.53%,68.52%,91.36%,36.37%,35.33%
2024-04-18,furnishedfinder.com,68.56%,92.19%,86.10%,93.23%,65.10%,8.52%
2024-04-18,ayahealthcare.com,< 10%,2.66%,49.28%,83.44%,26.95%,40.77%
2024-04-18,apartmentlist.com,< 10%,3.27%,37.65%,72.81%,10.64%,40.80%
2024-04-18,evolve.com,17.78%,27.68%,78.30%,93.11%,33.63%,32.36%
2024-04-20,furnishedfinder.com,92.80%,98.07%,97.44%,97.09%,75.89%,1.04%
2024-04-20,ayahealthcare.com,< 10%,2.32%,41.67%,74.42%,13.95%,23.05%
2024-04-20,apartmentlist.com,< 10%,0.97%,40.00%,60.19%,2.78%,23.19%
2024-04-20,evolve.com,31.34%,30.75%,95.60%,95.40%,38.22%,16.43%
2024-04-11,You,45.52%, --, --,90.50%,13.62%, --
2024-04-11,airbnb.com,24.47%,23.81%,32.63%,74.78%,16.27%,41.99%
2024-04-11,trustedhealth.com,< 10%,2.49%,43.04%,83.04%,18.99%,45.04%
2024-04-11,hellolanding.com,< 10%,8.46%,52.79%,83.46%,26.89%,43.49%
2024-04-11,furnishedfinder.com,66.75%,89.34%,82.32%,93.48%,66.04%,12.04%
2024-04-11,ayahealthcare.com,< 10%,2.83%,55.56%,84.83%,35.60%,44.81%
2024-04-11,apartmentlist.com,< 10%,4.37%,38.13%,78.55%,11.94%,44.77%
2024-04-11,evolve.com,14.26%,21.04%,70.10%,92.17%,36.45%,38.81%
2024-04-21,You,20.01%, --, --,63.08%,2.43%, --
2024-04-21,airbnb.com,29.75%,22.31%,72.73%,73.12%,5.05%,16.76%
2024-04-21,trustedhealth.com,< 10%,0.81%,50.00%,89.47%,15.79%,19.93%
2024-04-21,hellolanding.com,< 10%,6.90%,73.53%,76.99%,9.73%,18.99%
2024-04-19,You,33.27%, --, --,80.63%,4.84%, --
2024-04-19,airbnb.com,31.48%,25.16%,56.83%,76.71%,12.39%,28.52%
2024-04-19,trustedhealth.com,< 10%,1.02%,61.54%,83.48%,13.04%,33.06%
2024-04-19,hellolanding.com,< 10%,6.25%,58.75%,78.15%,18.54%,32.05%
2024-04-22,You,24.15%, --, --,90.96%,26.24%, --
2024-04-22,airbnb.com,19.93%,27.34%,27.60%,79.08%,15.42%,22.33%
2024-04-22,trustedhealth.com,< 10%,2.27%,35.96%,83.33%,18.66%,23.96%
2024-04-22,hellolanding.com,< 10%,8.10%,45.70%,85.01%,34.65%,23.26%
2024-04-23,You,22.77%, --, --,92.21%,26.45%, --
2024-04-23,airbnb.com,24.45%,32.45%,29.28%,81.27%,20.37%,20.60%
2024-04-23,trustedhealth.com,< 10%,2.78%,37.25%,84.22%,15.60%,22.53%
2024-04-23,hellolanding.com,< 10%,8.12%,40.58%,83.49%,32.34%,22.02%
2024-04-21,furnishedfinder.com,91.80%,94.73%,98.07%,97.44%,78.03%,1.42%
2024-04-21,ayahealthcare.com,< 10%,1.22%,83.33%,78.05%,7.32%,19.81%
2024-04-21,apartmentlist.com,< 10%,1.01%,40.00%,57.61%,2.17%,19.93%
2024-04-21,evolve.com,33.97%,35.50%,96.00%,94.50%,34.89%,13.19%
2024-04-19,furnishedfinder.com,81.44%,93.83%,92.34%,94.99%,69.29%,4.45%
2024-04-19,ayahealthcare.com,< 10%,1.80%,65.22%,78.21%,25.00%,32.88%
2024-04-19,apartmentlist.com,< 10%,1.17%,46.67%,64.63%,3.66%,33.09%
2024-04-19,evolve.com,24.69%,27.03%,90.75%,94.21%,42.74%,25.11%
2024-04-22,furnishedfinder.com,38.39%,68.10%,72.37%,92.92%,53.46%,12.25%
2024-04-22,ayahealthcare.com,10.29%,4.20%,44.55%,85.97%,27.58%,23.70%
2024-04-22,apartmentlist.com,< 10%,7.71%,19.90%,76.79%,8.23%,23.78%
2024-04-22,evolve.com,< 10%,15.37%,76.68%,92.34%,37.51%,21.31%
2024-04-23,furnishedfinder.com,36.84%,66.53%,74.17%,93.24%,51.20%,11.53%
2024-04-23,ayahealthcare.com,< 10%,3.99%,49.32%,84.97%,28.57%,22.32%
2024-04-23,apartmentlist.com,< 10%,9.67%,23.35%,76.94%,14.62%,22.25%
2024-04-23,evolve.com,< 10%,14.91%,76.80%,93.90%,40.50%,20.16%
