Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-06-13,hometogo.com,< 10%,4.43%,11.74%,35.94%,3.61%,47.39%
2024-06-19,hometogo.com,< 10%,6.18%,17.28%,48.71%,4.24%,44.39%
2024-06-19,apartmentlist.com,< 10%,7.82%,34.30%,74.26%,13.88%,43.66%
2024-06-19,airbnb.com,42.69%,48.15%,43.89%,85.98%,38.52%,35.39%
2024-06-19,vrbo.com,< 10%,5.57%,42.04%,85.35%,29.42%,43.82%
2024-06-19,hellolanding.com,12.23%,14.13%,39.39%,74.25%,28.75%,42.37%
2024-06-13,airbnb.com,35.18%,42.34%,38.57%,83.65%,32.90%,39.86%
2024-06-13,vrbo.com,< 10%,5.19%,42.41%,81.09%,25.88%,46.59%
2024-06-18,travelnursehousing.com,19.02%,38.65%,29.12%,89.98%,20.60%,38.79%
2024-06-09,travelnursehousing.com,16.84%,33.36%,9.29%,84.95%,5.95%,46.37%
2024-06-18,You,43.71%, --, --,87.91%,45.38%, --
2024-06-09,You,47.85%, --, --,87.54%,49.56%, --
2024-06-09,evolve.com,13.51%,23.88%,41.23%,93.19%,37.50%,43.14%
2024-06-18,airbnb.com,34.61%,41.02%,42.52%,85.71%,39.04%,36.08%
2024-06-18,evolve.com,13.08%,21.69%,43.36%,88.61%,33.52%,39.60%
2024-06-09,apartmentlist.com,< 10%,10.99%,30.03%,77.83%,16.27%,46.27%
2024-06-09,airbnb.com,33.79%,41.11%,40.28%,86.26%,34.59%,39.93%
2024-06-18,hometogo.com,< 10%,7.32%,22.67%,61.96%,8.04%,42.98%
2024-06-18,apartmentlist.com,< 10%,9.71%,29.27%,76.60%,13.95%,42.46%
2024-06-09,hometogo.com,< 10%,4.99%,18.68%,46.52%,4.35%,47.40%
2024-06-18,hellolanding.com,< 10%,9.54%,35.71%,74.98%,29.18%,42.22%
2024-06-09,vrbo.com,< 10%,4.29%,47.83%,84.28%,32.27%,46.87%
2024-06-09,hellolanding.com,< 10%,9.17%,40.22%,75.85%,28.62%,46.09%
2024-06-18,vrbo.com,10.44%,7.18%,48.57%,86.16%,32.63%,42.18%
2024-06-17,hellolanding.com,< 10%,9.61%,35.42%,79.39%,31.39%,43.57%
2024-06-15,airbnb.com,34.91%,41.07%,39.73%,86.93%,35.90%,39.84%
2024-06-15,travelnursehousing.com,20.19%,38.82%,29.27%,90.32%,19.96%,42.20%
2024-06-17,travelnursehousing.com,20.57%,41.04%,31.26%,92.23%,23.13%,39.32%
2024-06-15,evolve.com,12.99%,22.36%,45.16%,91.57%,36.20%,42.80%
2024-06-15,You,47.60%, --, --,88.59%,46.40%, --
2024-06-17,You,45.11%, --, --,88.44%,45.94%, --
2024-06-12,travelnursehousing.com,15.97%,30.94%,10.07%,82.60%,5.16%,46.73%
2024-06-17,airbnb.com,32.22%,38.38%,37.70%,84.72%,36.40%,38.58%
2024-06-17,apartmentlist.com,< 10%,8.68%,21.89%,71.49%,14.65%,44.25%
2024-06-17,hometogo.com,< 10%,6.02%,17.50%,60.21%,8.13%,44.63%
2024-06-12,hellolanding.com,< 10%,10.68%,33.68%,73.15%,27.72%,46.50%
2024-06-12,You,48.24%, --, --,88.41%,50.61%, --
2024-06-12,hometogo.com,< 10%,5.55%,13.65%,36.51%,3.49%,47.87%
2024-06-12,airbnb.com,35.93%,44.11%,37.74%,84.24%,31.10%,40.21%
2024-06-12,evolve.com,13.22%,23.44%,43.03%,92.56%,38.66%,43.37%
2024-06-17,evolve.com,12.34%,20.61%,42.80%,88.15%,32.75%,41.13%
2024-06-15,hometogo.com,< 10%,7.27%,16.16%,59.61%,7.44%,47.04%
2024-06-15,apartmentlist.com,< 10%,7.56%,26.13%,76.97%,13.20%,46.66%
2024-06-12,apartmentlist.com,< 10%,10.73%,28.50%,80.13%,15.12%,46.76%
2024-06-15,hellolanding.com,< 10%,9.45%,36.04%,73.71%,29.86%,45.98%
2024-06-12,vrbo.com,< 10%,4.66%,45.56%,81.28%,27.57%,47.21%
2024-06-17,vrbo.com,< 10%,6.48%,47.89%,85.71%,32.96%,43.71%
2024-06-15,vrbo.com,< 10%,6.71%,39.34%,84.94%,32.89%,46.35%
2024-06-10,You,51.92%, --, --,87.56%,50.53%, --
2024-06-06,hellolanding.com,< 10%,8.31%,38.96%,76.33%,29.75%,51.64%
2024-06-10,evolve.com,14.41%,24.18%,42.21%,91.81%,37.11%,46.62%
2024-06-06,You,53.37%, --, --,88.62%,50.67%, --
2024-06-16,airbnb.com,34.76%,41.78%,41.20%,86.17%,37.87%,40.16%
2024-06-06,airbnb.com,31.30%,38.20%,35.07%,83.61%,30.64%,46.22%
2024-06-10,airbnb.com,33.32%,42.58%,35.44%,82.88%,30.43%,44.08%
2024-06-10,apartmentlist.com,< 10%,12.60%,28.56%,75.98%,15.32%,50.05%
2024-06-06,travelnursehousing.com,21.20%,37.50%,12.10%,85.59%,7.27%,50.95%
2024-06-16,You,48.51%, --, --,89.04%,42.54%, --
2024-06-06,apartmentlist.com,< 10%,8.63%,23.79%,70.19%,11.90%,52.27%
2024-06-16,evolve.com,11.50%,19.49%,34.76%,88.73%,25.99%,45.22%
2024-06-06,hometogo.com,< 10%,6.01%,19.17%,49.17%,4.39%,52.76%
2024-06-10,hometogo.com,< 10%,5.17%,8.54%,32.27%,2.32%,51.69%
2024-06-06,evolve.com,15.31%,24.99%,44.93%,90.70%,41.45%,47.38%
2024-06-10,hellolanding.com,< 10%,7.17%,38.41%,75.57%,28.00%,50.49%
2024-06-10,travelnursehousing.com,15.90%,29.65%,6.83%,82.37%,3.77%,50.87%
2024-06-16,travelnursehousing.com,24.20%,44.60%,38.66%,92.46%,30.77%,40.14%
2024-06-16,apartmentlist.com,< 10%,8.29%,23.41%,74.32%,13.31%,47.56%
2024-06-16,hometogo.com,< 10%,6.79%,16.29%,62.07%,8.39%,47.97%
2024-06-16,hellolanding.com,< 10%,10.73%,35.87%,74.24%,27.29%,46.64%
2024-06-06,vrbo.com,< 10%,4.20%,43.65%,79.56%,25.00%,52.39%
2024-06-16,vrbo.com,< 10%,6.01%,46.46%,86.23%,33.46%,47.15%
2024-06-10,vrbo.com,< 10%,5.25%,40.59%,82.08%,29.48%,50.81%
2024-06-11,travelnursehousing.com,17.71%,33.09%,7.79%,82.60%,4.43%,49.66%
2024-06-11,hellolanding.com,< 10%,6.56%,33.33%,73.14%,27.11%,49.86%
2024-06-11,You,50.97%, --, --,89.61%,52.15%, --
2024-06-11,evolve.com,14.75%,25.38%,44.07%,92.86%,40.02%,45.27%
2024-06-11,hometogo.com,< 10%,6.37%,15.25%,48.15%,3.70%,50.47%
2024-06-11,apartmentlist.com,< 10%,10.67%,24.53%,76.57%,13.50%,49.64%
2024-06-11,airbnb.com,33.09%,41.23%,34.01%,83.28%,31.37%,43.82%
2024-06-11,vrbo.com,< 10%,4.62%,43.57%,80.76%,27.11%,49.94%
