Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-02-09,airbnb.com,13.09%,13.52%,14.95%,65.35%,1.31%,79.90%
2024-02-09,hellolanding.com,< 10%,9.27%,15.45%,57.66%,1.21%,80.38%
2024-02-13,You,76.53%, --, --,92.50%,7.99%, --
2024-02-13,airbnb.com,14.31%,14.69%,14.18%,64.17%,1.21%,74.93%
2024-02-13,hellolanding.com,< 10%,9.31%,21.95%,53.77%,2.83%,74.96%
2024-02-14,You,77.80%, --, --,93.24%,8.95%, --
2024-02-14,airbnb.com,14.82%,14.69%,18.18%,66.82%,0.70%,75.73%
2024-02-14,hellolanding.com,< 10%,7.70%,24.28%,51.11%,0.89%,76.35%
2024-02-05,furnishedfinder.com,93.81%,98.28%,86.33%,97.52%,81.78%,12.47%
2024-02-05,evolve.com,< 10%,4.90%,56.95%,92.53%,32.18%,79.97%
2024-02-05,favoes.com,< 10%,8.11%,6.00%,77.82%,0.68%,81.87%
2024-02-05,You,82.27%, --, --,92.79%,13.66%, --
2024-02-05,airbnb.com,14.37%,15.29%,8.92%,59.67%,0.56%,81.15%
2024-02-05,hellolanding.com,< 10%,8.11%,13.20%,53.10%,1.03%,81.39%
2024-02-01,furnishedfinder.com,94.97%,98.98%,77.60%,98.42%,74.71%,19.86%
2024-02-01,evolve.com,< 10%,6.41%,55.22%,91.94%,25.12%,82.62%
2024-02-01,favoes.com,< 10%,7.11%,3.14%,74.89%,0.43%,85.46%
2024-02-04,furnishedfinder.com,93.89%,98.68%,80.85%,98.09%,77.11%,17.05%
2024-02-04,evolve.com,< 10%,6.94%,62.31%,95.35%,28.37%,80.69%
2024-02-04,favoes.com,< 10%,8.96%,5.45%,81.32%,0.73%,83.92%
2024-02-08,furnishedfinder.com,94.93%,99.34%,89.51%,98.30%,85.26%,9.03%
2024-02-08,evolve.com,< 10%,6.95%,66.00%,89.91%,32.02%,77.77%
2024-02-08,favoes.com,< 10%,9.56%,6.55%,74.17%,1.32%,81.00%
2024-02-01,You,85.66%, --, --,93.84%,21.50%, --
2024-02-01,airbnb.com,20.52%,21.18%,10.69%,63.52%,1.33%,83.72%
2024-02-01,hellolanding.com,16.07%,16.84%,11.36%,56.29%,3.06%,84.02%
2024-02-04,You,84.33%, --, --,93.52%,18.72%, --
2024-02-04,airbnb.com,15.81%,16.17%,6.90%,59.29%,0.93%,83.39%
2024-02-04,hellolanding.com,16.49%,18.09%,9.83%,66.84%,1.78%,82.83%
2024-02-11,furnishedfinder.com,94.29%,98.97%,89.89%,97.98%,85.58%,8.81%
2024-02-11,evolve.com,< 10%,8.33%,61.80%,89.00%,22.97%,75.73%
2024-02-11,favoes.com,< 10%,5.80%,7.26%,81.29%,1.44%,79.50%
2024-02-12,furnishedfinder.com,95.19%,98.70%,90.13%,97.94%,86.09%,8.78%
2024-02-12,evolve.com,< 10%,7.82%,67.59%,90.94%,25.59%,75.30%
2024-02-12,favoes.com,< 10%,8.25%,6.14%,82.47%,0.80%,79.10%
2024-02-08,You,81.51%, --, --,93.61%,10.11%, --
2024-02-08,airbnb.com,16.82%,18.28%,15.78%,65.82%,1.68%,79.16%
2024-02-08,hellolanding.com,< 10%,8.93%,14.40%,51.38%,1.38%,80.46%
2024-02-11,You,79.84%, --, --,91.53%,9.82%, --
2024-02-11,airbnb.com,14.75%,15.53%,12.65%,64.30%,2.53%,78.27%
2024-02-11,hellolanding.com,< 10%,7.48%,15.63%,54.97%,0.52%,78.90%
2024-02-12,You,79.50%, --, --,92.14%,9.70%, --
2024-02-12,airbnb.com,15.23%,15.39%,14.82%,62.95%,2.08%,77.69%
2024-02-12,hellolanding.com,< 10%,7.35%,13.30%,49.61%,0.78%,78.73%
