Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-01-03,airbnb.com,16.40%,17.85%,12.67%,59.05%,5.65%,73.88%
2024-01-03,trustedhealth.com,< 10%,1.28%,21.28%,80.26%,10.53%,75.39%
2024-01-02,furnishedfinder.com,81.63%,89.52%,36.52%,95.31%,30.84%,54.42%
2024-01-02,ayahealthcare.com,< 10%,1.74%,11.59%,54.26%,10.64%,80.69%
2024-01-02,evolve.com,49.71%,55.52%,29.81%,88.69%,23.39%,67.47%
2024-01-03,hellolanding.com,15.32%,17.11%,7.96%,45.83%,2.55%,74.56%
2024-01-03,tnaa.com,< 10%,1.47%,27.78%,81.16%,20.29%,75.28%
2024-01-03,nomadhealth.com,< 10%,0.84%,29.03%,78.00%,8.00%,75.41%
2024-01-03,furnishedfinder.com,81.67%,89.78%,35.33%,94.55%,30.37%,51.62%
2024-01-03,ayahealthcare.com,< 10%,1.31%,8.33%,53.25%,7.79%,75.51%
2024-01-03,evolve.com,53.70%,60.35%,27.00%,88.61%,19.41%,63.27%
2023-12-23,You,45.09%, --, --,93.83%,37.62%, --
2023-12-23,airbnb.com,< 10%,14.41%,16.77%,55.24%,7.33%,44.00%
2023-12-23,trustedhealth.com,11.94%,2.24%,38.46%,84.36%,19.38%,44.70%
2023-12-23,hellolanding.com,< 10%,12.73%,8.47%,46.06%,5.68%,44.60%
2023-12-23,tnaa.com,< 10%,3.06%,33.80%,90.65%,35.41%,44.62%
2023-12-23,nomadhealth.com,10.45%,3.06%,35.21%,80.82%,19.55%,44.60%
2023-12-24,You,45.81%, --, --,94.00%,35.09%, --
2023-12-24,airbnb.com,< 10%,13.87%,18.42%,53.95%,5.84%,44.64%
2023-12-24,trustedhealth.com,10.39%,2.03%,41.03%,82.53%,21.15%,45.43%
2023-12-24,hellolanding.com,< 10%,12.98%,17.67%,48.36%,8.00%,44.76%
2023-12-24,tnaa.com,< 10%,2.24%,37.21%,90.00%,36.92%,45.43%
2023-12-24,nomadhealth.com,< 10%,2.92%,16.07%,83.08%,15.67%,45.59%
2023-12-23,furnishedfinder.com,35.25%,71.14%,44.21%,94.54%,30.35%,30.91%
2023-12-23,ayahealthcare.com,15.25%,4.10%,33.68%,80.87%,24.11%,44.47%
2023-12-23,evolve.com,27.13%,54.57%,58.02%,93.26%,46.67%,30.81%
2023-12-24,furnishedfinder.com,33.41%,68.35%,42.18%,92.64%,24.16%,32.60%
2023-12-24,ayahealthcare.com,13.61%,3.49%,34.33%,82.46%,23.33%,45.26%
2023-12-24,evolve.com,28.95%,57.66%,63.20%,93.73%,53.63%,29.11%
2023-12-30,You,83.81%, --, --,96.43%,57.04%, --
2023-12-30,airbnb.com,18.24%,19.78%,9.84%,55.77%,3.74%,82.18%
2023-12-30,trustedhealth.com,< 10%,1.45%,7.32%,79.25%,9.43%,83.72%
2023-12-30,hellolanding.com,17.20%,18.83%,9.96%,50.52%,3.62%,82.24%
2023-12-30,tnaa.com,< 10%,2.65%,22.67%,77.53%,13.48%,83.30%
2023-12-30,nomadhealth.com,< 10%,1.84%,13.46%,84.21%,10.53%,83.60%
2023-12-30,furnishedfinder.com,82.27%,90.38%,30.74%,95.39%,24.91%,60.53%
2023-12-30,ayahealthcare.com,< 10%,0.50%,14.29%,62.50%,8.33%,83.75%
2023-12-30,evolve.com,51.33%,56.83%,33.13%,91.80%,26.34%,68.03%
2024-01-01,You,83.43%, --, --,95.99%,53.35%, --
2024-01-01,airbnb.com,15.50%,17.04%,11.18%,55.30%,4.59%,81.84%
2024-01-01,trustedhealth.com,< 10%,1.41%,11.63%,75.47%,5.66%,83.29%
2024-01-01,hellolanding.com,14.24%,15.82%,9.34%,50.96%,5.00%,82.20%
2024-01-01,tnaa.com,< 10%,2.50%,22.37%,82.22%,17.78%,82.96%
2024-01-01,nomadhealth.com,< 10%,2.23%,25.00%,86.36%,12.50%,82.96%
2024-01-01,furnishedfinder.com,81.51%,89.17%,33.14%,95.09%,25.67%,58.78%
2024-01-01,ayahealthcare.com,< 10%,1.28%,12.82%,56.86%,7.84%,83.29%
2024-01-01,evolve.com,51.85%,56.76%,34.76%,91.02%,28.84%,66.97%
2023-12-25,You,44.29%, --, --,92.10%,30.25%, --
2023-12-25,airbnb.com,< 10%,14.62%,20.22%,53.92%,4.70%,42.98%
2023-12-25,trustedhealth.com,< 10%,1.83%,41.18%,82.86%,15.84%,43.96%
2023-12-25,hellolanding.com,< 10%,14.08%,16.41%,48.45%,3.44%,43.27%
2023-12-25,tnaa.com,< 10%,1.72%,34.38%,92.97%,33.55%,44.03%
2023-12-25,nomadhealth.com,< 10%,2.69%,42.00%,81.68%,24.17%,43.79%
2023-12-27,You,55.38%, --, --,94.73%,48.06%, --
2023-12-27,airbnb.com,< 10%,13.95%,13.63%,57.10%,6.34%,54.33%
2023-12-27,trustedhealth.com,10.00%,2.31%,30.00%,84.78%,15.79%,55.00%
2023-12-27,hellolanding.com,< 10%,15.03%,11.11%,47.34%,4.51%,54.46%
2023-12-27,tnaa.com,14.77%,6.58%,40.23%,90.37%,41.81%,53.92%
2023-12-27,nomadhealth.com,< 10%,3.31%,26.36%,82.40%,15.87%,54.90%
2023-12-25,furnishedfinder.com,34.03%,69.43%,48.07%,93.43%,30.70%,29.51%
2023-12-25,ayahealthcare.com,13.33%,3.06%,38.60%,77.14%,22.50%,43.76%
2023-12-25,evolve.com,27.58%,55.19%,70.30%,95.25%,55.31%,27.11%
2023-12-27,furnishedfinder.com,44.99%,76.55%,37.48%,94.53%,29.22%,39.49%
2023-12-27,ayahealthcare.com,14.18%,4.06%,37.34%,82.55%,26.28%,54.55%
2023-12-27,evolve.com,31.87%,54.41%,39.33%,91.07%,28.93%,43.53%
2023-12-31,You,87.83%, --, --,96.06%,66.10%, --
2023-12-31,airbnb.com,19.05%,21.06%,11.27%,67.97%,5.08%,85.75%
2023-12-31,trustedhealth.com,< 10%,1.74%,4.88%,80.36%,0.00%,87.76%
2023-12-31,hellolanding.com,18.94%,20.93%,5.06%,67.39%,1.96%,86.90%
2023-12-26,You,44.34%, --, --,92.30%,37.70%, --
2023-12-26,airbnb.com,< 10%,16.05%,15.08%,58.84%,7.16%,43.26%
2023-12-26,trustedhealth.com,14.59%,3.43%,38.89%,82.89%,18.18%,43.75%
2023-12-26,hellolanding.com,< 10%,11.78%,7.85%,43.28%,2.73%,43.93%
2023-12-26,tnaa.com,13.15%,4.27%,40.13%,90.83%,40.92%,43.58%
2023-12-26,nomadhealth.com,13.03%,3.62%,36.09%,82.87%,18.06%,43.76%
2023-12-31,tnaa.com,< 10%,3.86%,21.98%,84.76%,13.33%,87.09%
2023-12-31,nomadhealth.com,< 10%,1.95%,19.57%,84.38%,15.63%,87.50%
2023-12-31,furnishedfinder.com,79.87%,87.92%,28.67%,95.81%,26.89%,65.69%
2023-12-31,ayahealthcare.com,< 10%,0.89%,9.52%,80.00%,20.00%,87.76%
2023-12-31,evolve.com,< 10%,7.03%,34.94%,93.64%,26.01%,85.67%
2023-12-26,furnishedfinder.com,33.22%,69.53%,47.34%,94.41%,33.84%,29.74%
2023-12-26,ayahealthcare.com,18.00%,3.73%,32.85%,83.51%,25.34%,43.79%
2023-12-26,evolve.com,24.41%,51.22%,53.27%,91.55%,40.66%,32.24%
2023-12-21,You,43.59%, --, --,93.39%,37.02%, --
2023-12-21,airbnb.com,< 10%,14.89%,15.95%,57.19%,6.92%,42.56%
2023-12-21,trustedhealth.com,12.73%,3.20%,35.24%,82.27%,17.41%,43.10%
2023-12-21,hellolanding.com,< 10%,12.12%,9.30%,50.70%,5.63%,43.10%
2023-12-21,tnaa.com,10.50%,4.60%,40.40%,91.15%,34.26%,42.78%
2023-12-21,nomadhealth.com,10.97%,3.41%,30.36%,82.95%,17.41%,43.14%
2023-12-21,furnishedfinder.com,35.55%,72.42%,47.75%,94.36%,38.45%,28.52%
2023-12-21,ayahealthcare.com,18.52%,5.48%,39.44%,85.39%,30.52%,42.65%
2023-12-21,evolve.com,23.79%,51.35%,49.02%,93.47%,37.70%,32.62%
2023-12-29,You,63.68%, --, --,95.59%,60.05%, --
2023-12-29,airbnb.com,13.26%,15.00%,10.05%,48.10%,3.97%,62.72%
2023-12-29,trustedhealth.com,< 10%,1.58%,20.45%,73.61%,4.17%,63.47%
2023-12-29,hellolanding.com,18.95%,20.53%,8.22%,44.99%,3.26%,62.61%
2023-12-29,tnaa.com,< 10%,2.48%,27.54%,87.64%,15.73%,63.25%
2023-12-29,nomadhealth.com,< 10%,2.05%,17.54%,82.95%,7.95%,63.45%
2023-12-29,furnishedfinder.com,80.48%,87.54%,26.12%,95.12%,19.03%,49.12%
2023-12-29,ayahealthcare.com,< 10%,1.36%,21.05%,62.26%,13.21%,63.50%
2023-12-29,evolve.com,59.70%,64.97%,28.90%,92.57%,22.55%,51.73%
