Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-07-01,apartmentlist.com,< 10%,8.39%,15.21%,91.25%,12.00%,76.35%
2024-07-01,You,77.33%, --, --,95.91%,75.41%, --
2024-07-01,airbnb.com,46.74%,50.56%,33.58%,93.29%,33.13%,64.20%
2024-07-01,hellolanding.com,< 10%,9.89%,33.78%,91.85%,26.93%,74.75%
2024-06-24,apartmentlist.com,< 10%,7.34%,27.34%,89.81%,17.76%,70.13%
2024-06-27,apartmentlist.com,< 10%,7.45%,16.86%,93.66%,12.87%,77.22%
2024-06-24,You,71.56%, --, --,93.78%,75.38%, --
2024-06-24,airbnb.com,39.99%,41.63%,38.53%,92.84%,34.71%,60.09%
2024-06-29,airbnb.com,50.16%,54.94%,35.46%,93.92%,35.00%,61.68%
2024-06-24,hellolanding.com,< 10%,6.95%,34.64%,89.79%,27.75%,69.84%
2024-06-29,You,76.61%, --, --,95.12%,72.34%, --
2024-06-29,apartmentlist.com,< 10%,7.83%,16.99%,91.46%,14.30%,75.59%
2024-06-27,airbnb.com,39.13%,41.62%,32.38%,93.69%,31.49%,67.67%
2024-06-27,hellolanding.com,< 10%,9.90%,27.58%,91.39%,23.72%,76.07%
2024-06-29,hellolanding.com,11.50%,12.51%,29.73%,93.60%,23.98%,73.76%
2024-06-27,You,78.21%, --, --,95.83%,78.96%, --
2024-06-22,You,73.90%, --, --,96.24%,77.85%, --
2024-06-20,hellolanding.com,< 10%,6.56%,21.73%,90.09%,24.77%,68.63%
2024-06-20,airbnb.com,41.14%,42.94%,32.16%,92.23%,31.53%,60.01%
2024-06-22,hellolanding.com,10.92%,10.63%,26.10%,91.35%,23.87%,71.85%
2024-06-20,apartmentlist.com,< 10%,7.59%,15.88%,87.96%,12.39%,68.78%
2024-06-22,apartmentlist.com,< 10%,7.89%,13.02%,91.15%,11.06%,73.14%
2024-06-22,airbnb.com,45.17%,48.84%,29.79%,93.91%,30.88%,63.15%
2024-06-20,You,69.62%, --, --,95.32%,79.22%, --
2024-06-25,apartmentlist.com,< 10%,8.04%,27.40%,92.00%,20.15%,68.98%
2024-06-25,airbnb.com,38.96%,40.05%,37.57%,92.61%,32.75%,59.92%
2024-06-25,You,70.54%, --, --,93.92%,76.57%, --
2024-06-28,hellolanding.com,10.27%,10.77%,28.04%,90.42%,24.29%,74.80%
2024-06-30,airbnb.com,45.89%,49.19%,33.57%,93.37%,34.37%,64.71%
2024-06-28,You,77.13%, --, --,96.45%,80.06%, --
2024-06-30,You,77.51%, --, --,96.00%,76.54%, --
2024-06-30,apartmentlist.com,< 10%,8.16%,16.48%,92.20%,11.90%,76.47%
2024-06-28,airbnb.com,39.50%,42.57%,31.66%,92.98%,31.15%,66.73%
2024-06-28,apartmentlist.com,< 10%,7.44%,14.91%,90.95%,11.70%,76.27%
2024-06-25,hellolanding.com,< 10%,5.54%,29.85%,88.92%,24.40%,69.37%
2024-06-30,hellolanding.com,11.18%,11.80%,26.34%,89.83%,22.03%,75.10%
2024-06-23,apartmentlist.com,< 10%,7.35%,13.69%,93.91%,12.28%,72.48%
2024-06-23,hellolanding.com,11.11%,11.01%,28.33%,91.28%,26.37%,70.93%
2024-06-23,airbnb.com,43.58%,46.47%,30.65%,92.83%,31.88%,62.78%
2024-06-23,You,73.21%, --, --,96.12%,78.19%, --
2024-06-21,apartmentlist.com,< 10%,7.75%,15.39%,90.83%,12.31%,73.30%
2024-06-21,airbnb.com,41.63%,44.58%,33.37%,93.83%,32.85%,63.15%
2024-06-21,You,74.19%, --, --,95.75%,77.96%, --
2024-06-26,apartmentlist.com,< 10%,7.80%,19.97%,92.48%,15.69%,76.71%
2024-06-21,hellolanding.com,< 10%,5.87%,23.14%,88.29%,24.01%,73.18%
2024-06-26,airbnb.com,39.29%,42.90%,33.53%,93.20%,30.30%,66.72%
2024-06-26,hellolanding.com,< 10%,6.89%,30.11%,89.21%,23.11%,76.31%
2024-06-26,You,77.93%, --, --,95.02%,77.93%, --
