Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-05-04,apartmentlist.com,13.21%,12.76%,19.77%,91.88%,14.44%,75.77%
2024-05-02,apartmentlist.com,< 10%,9.90%,13.15%,91.11%,8.89%,76.99%
2024-05-06,apartmentlist.com,11.25%,11.26%,20.69%,91.40%,13.08%,76.49%
2024-05-02,hellolanding.com,< 10%,10.50%,36.17%,93.07%,29.81%,75.04%
2024-04-29,apartmentlist.com,< 10%,10.62%,12.55%,90.03%,8.48%,80.63%
2024-05-04,hellolanding.com,12.73%,13.08%,44.50%,91.15%,36.42%,73.21%
2024-05-04,airbnb.com,39.33%,41.02%,37.37%,93.74%,35.46%,65.82%
2024-04-30,airbnb.com,36.21%,41.06%,29.72%,94.13%,28.12%,59.34%
2024-04-29,hellolanding.com,< 10%,10.74%,39.56%,91.35%,33.86%,78.25%
2024-04-30,hellolanding.com,< 10%,10.58%,27.97%,89.69%,22.22%,65.58%
2024-05-02,You,78.00%, --, --,96.80%,78.57%, --
2024-05-06,airbnb.com,35.39%,36.96%,42.06%,91.69%,37.13%,66.14%
2024-04-29,airbnb.com,36.29%,40.94%,33.53%,93.29%,30.33%,70.50%
2024-05-06,You,78.32%, --, --,96.03%,73.44%, --
2024-04-29,You,81.72%, --, --,97.32%,77.01%, --
2024-04-30,apartmentlist.com,< 10%,10.06%,13.25%,91.87%,8.84%,66.68%
2024-05-02,airbnb.com,34.44%,38.29%,33.29%,92.28%,32.00%,68.06%
2024-05-06,hellolanding.com,11.71%,11.44%,42.94%,91.93%,38.67%,74.47%
2024-04-30,You,67.58%, --, --,97.70%,80.16%, --
2024-05-04,You,77.73%, --, --,96.23%,73.43%, --
2024-04-26,apartmentlist.com,12.70%,14.05%,21.67%,90.97%,13.68%,79.16%
2024-05-03,apartmentlist.com,< 10%,8.75%,15.22%,92.19%,10.53%,80.14%
2024-04-27,apartmentlist.com,12.62%,13.77%,20.14%,91.12%,11.50%,81.76%
2024-05-03,hellolanding.com,10.01%,10.82%,37.89%,91.59%,32.51%,77.89%
2024-04-28,hellolanding.com,16.45%,17.78%,50.06%,93.17%,42.96%,75.63%
2024-04-26,hellolanding.com,13.09%,13.87%,47.98%,92.25%,38.35%,76.21%
2024-05-03,You,81.22%, --, --,97.41%,79.54%, --
2024-04-27,hellolanding.com,15.13%,15.61%,47.52%,91.46%,39.97%,77.86%
2024-04-28,airbnb.com,40.81%,44.99%,39.53%,93.14%,35.32%,68.26%
2024-04-27,You,84.09%, --, --,96.45%,69.31%, --
2024-04-28,You,83.02%, --, --,97.24%,70.10%, --
2024-04-28,apartmentlist.com,10.81%,12.10%,14.92%,91.18%,8.50%,81.53%
2024-05-03,airbnb.com,30.92%,33.79%,34.68%,92.55%,32.52%,71.70%
2024-04-26,airbnb.com,37.91%,41.21%,48.65%,93.60%,42.96%,65.27%
2024-04-26,You,81.64%, --, --,96.25%,69.17%, --
2024-04-27,airbnb.com,38.61%,41.48%,44.45%,93.93%,40.01%,68.59%
2024-04-25,apartmentlist.com,13.18%,14.25%,24.76%,90.46%,14.29%,75.56%
2024-05-07,apartmentlist.com,< 10%,9.57%,20.05%,89.85%,13.42%,76.12%
2024-05-08,airbnb.com,40.35%,40.87%,37.14%,93.30%,35.33%,59.19%
2024-05-08,apartmentlist.com,12.26%,10.43%,22.47%,90.97%,16.02%,68.15%
2024-05-07,airbnb.com,38.46%,40.68%,40.79%,92.86%,37.90%,64.73%
2024-05-08,You,69.78%, --, --,95.45%,75.28%, --
2024-04-25,You,78.32%, --, --,96.03%,65.61%, --
2024-05-07,You,77.61%, --, --,96.55%,74.60%, --
2024-05-07,hellolanding.com,< 10%,9.18%,39.83%,90.93%,33.97%,74.77%
2024-05-08,hellolanding.com,11.19%,10.78%,40.16%,91.27%,34.22%,66.76%
2024-04-25,airbnb.com,40.55%,43.46%,55.04%,92.88%,48.09%,59.59%
2024-04-25,hellolanding.com,12.98%,13.04%,57.00%,92.08%,44.30%,72.50%
2024-05-01,apartmentlist.com,10.51%,11.81%,9.64%,91.63%,6.71%,60.78%
2024-05-05,apartmentlist.com,14.00%,13.23%,19.75%,91.26%,14.87%,74.62%
2024-05-05,airbnb.com,39.80%,40.08%,39.79%,91.28%,35.41%,64.40%
2024-05-01,hellolanding.com,11.33%,12.49%,29.07%,92.70%,25.57%,59.25%
2024-05-05,hellolanding.com,13.51%,12.73%,42.16%,91.44%,37.74%,72.51%
2024-05-01,airbnb.com,40.89%,45.92%,29.89%,94.23%,28.31%,53.04%
2024-05-01,You,61.48%, --, --,98.19%,77.99%, --
2024-05-05,You,76.62%, --, --,95.81%,73.30%, --
