Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-01-21,evolve.com,16.83%,20.61%,60.00%,97.34%,24.33%,69.35%
2024-01-27,evolve.com,< 10%,2.99%,43.75%,93.75%,37.50%,83.92%
2024-01-20,evolve.com,15.27%,18.87%,72.54%,94.29%,30.48%,64.22%
2024-01-27,travelnursehousing.com,66.05%,76.43%,48.33%,96.24%,46.60%,53.62%
2024-01-20,airbnb.com,16.15%,19.45%,9.05%,54.50%,4.05%,73.09%
2024-01-20,travelnursehousing.com,70.04%,85.92%,82.82%,97.40%,74.14%,21.45%
2024-01-21,travelnursehousing.com,71.79%,84.48%,82.11%,97.42%,76.20%,24.25%
2024-01-24,evolve.com,< 10%,3.72%,61.90%,96.88%,48.44%,79.11%
2024-01-24,hellolanding.com,19.89%,24.32%,6.31%,65.87%,2.88%,79.73%
2024-01-27,airbnb.com,14.86%,17.23%,3.97%,55.16%,1.42%,84.45%
2024-01-20,hellolanding.com,23.49%,29.03%,14.81%,78.33%,6.81%,71.20%
2024-01-24,travelnursehousing.com,65.20%,78.93%,55.12%,96.19%,52.27%,45.75%
2024-01-20,You,74.40%, --, --,94.82%,19.65%, --
2024-01-21,hellolanding.com,19.45%,23.28%,12.15%,70.39%,4.61%,76.90%
2024-01-24,You,80.98%, --, --,95.63%,46.10%, --
2024-01-21,airbnb.com,14.72%,17.30%,10.28%,52.61%,6.52%,77.74%
2024-01-24,airbnb.com,18.74%,22.26%,6.37%,63.52%,2.04%,79.83%
2024-01-21,You,79.14%, --, --,96.20%,20.61%, --
2024-01-27,hellolanding.com,17.29%,20.15%,4.01%,65.75%,3.67%,84.35%
2024-01-27,You,85.03%, --, --,95.40%,53.05%, --
2024-01-18,travelnursehousing.com,74.89%,85.59%,74.11%,96.87%,67.14%,28.18%
2024-01-19,evolve.com,13.04%,16.06%,58.79%,94.21%,24.21%,70.42%
2024-01-18,evolve.com,11.77%,13.83%,58.12%,92.89%,24.64%,70.87%
2024-01-19,airbnb.com,15.99%,18.53%,10.48%,53.65%,3.00%,76.25%
2024-01-19,hellolanding.com,19.84%,24.10%,10.62%,70.24%,6.23%,75.77%
2024-01-18,You,77.06%, --, --,94.06%,27.73%, --
2024-01-19,travelnursehousing.com,70.62%,84.47%,74.82%,98.25%,68.71%,28.62%
2024-01-26,evolve.com,< 10%,3.97%,63.64%,98.21%,53.57%,79.83%
2024-01-26,airbnb.com,14.02%,16.39%,3.52%,53.59%,2.95%,81.43%
2024-01-31,evolve.com,< 10%,7.96%,25.35%,88.03%,21.83%,84.70%
2024-01-18,hellolanding.com,21.32%,26.29%,19.01%,73.30%,8.90%,73.21%
2024-01-18,airbnb.com,19.87%,22.66%,12.78%,68.26%,6.74%,74.83%
2024-01-19,You,77.76%, --, --,93.03%,27.45%, --
2024-01-26,travelnursehousing.com,60.91%,73.29%,41.97%,96.31%,40.00%,56.71%
2024-01-31,travelnursehousing.com,62.28%,71.88%,23.85%,95.26%,22.63%,71.62%
2024-01-26,You,81.90%, --, --,95.52%,57.76%, --
2024-01-31,You,86.44%, --, --,95.97%,73.22%, --
