Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-03-08,hellolanding.com,16.08%,15.72%,68.02%,93.20%,54.21%,60.25%
2024-03-08,You,67.46%, --, --,93.22%,62.57%, --
2024-03-11,You,65.65%, --, --,93.58%,65.41%, --
2024-03-08,airbnb.com,31.55%,25.91%,62.86%,91.05%,46.25%,56.48%
2024-03-11,airbnb.com,27.75%,21.78%,61.07%,88.63%,43.30%,56.92%
2024-03-11,hellolanding.com,13.87%,12.69%,66.05%,92.97%,54.22%,60.15%
2024-03-08,apartmentlist.com,< 10%,5.75%,47.19%,92.94%,23.14%,65.63%
2024-03-08,hometogo.com,< 10%,3.12%,38.92%,58.47%,5.35%,66.64%
2024-03-08,favoes.com,10.34%,14.85%,17.49%,98.09%,11.53%,65.71%
2024-03-11,apartmentlist.com,10.06%,6.04%,50.72%,93.59%,28.13%,63.64%
2024-03-11,hometogo.com,< 10%,3.18%,35.94%,56.90%,6.21%,64.90%
2024-03-11,favoes.com,11.37%,16.79%,20.06%,98.56%,14.13%,63.44%
2024-03-01,airbnb.com,32.59%,26.86%,65.96%,91.60%,50.38%,53.11%
2024-03-01,hellolanding.com,13.11%,10.47%,55.10%,89.12%,44.40%,60.82%
2024-03-01,You,64.55%, --, --,93.12%,63.85%, --
2024-03-01,apartmentlist.com,< 10%,4.90%,51.22%,94.58%,20.17%,62.93%
2024-03-01,hometogo.com,< 10%,3.30%,47.74%,56.81%,5.40%,63.53%
2024-03-01,favoes.com,12.16%,18.25%,17.66%,98.30%,13.43%,62.47%
2024-02-29,airbnb.com,35.96%,30.77%,66.46%,92.12%,53.03%,51.71%
2024-02-29,hellolanding.com,12.89%,11.34%,62.20%,90.59%,49.60%,60.41%
2024-03-03,hellolanding.com,14.72%,13.24%,64.03%,92.58%,47.17%,57.96%
2024-02-29,You,65.00%, --, --,93.25%,62.69%, --
2024-03-03,You,63.33%, --, --,92.64%,55.79%, --
2024-03-04,airbnb.com,34.21%,29.23%,67.17%,92.01%,51.83%,50.89%
2024-03-03,airbnb.com,39.44%,34.66%,67.27%,92.39%,53.29%,48.56%
2024-03-07,airbnb.com,30.39%,25.17%,63.71%,91.10%,49.27%,55.60%
2024-03-04,hellolanding.com,14.16%,12.43%,62.79%,92.93%,48.75%,58.38%
2024-03-07,hellolanding.com,15.30%,15.32%,64.54%,93.61%,51.96%,59.66%
2024-03-13,airbnb.com,31.65%,24.85%,63.01%,89.90%,47.01%,54.95%
2024-03-04,You,63.32%, --, --,92.12%,58.63%, --
2024-03-07,You,66.21%, --, --,92.83%,63.69%, --
2024-03-13,hellolanding.com,14.49%,13.77%,61.32%,91.93%,51.40%,59.65%
2024-03-13,You,65.15%, --, --,93.67%,64.77%, --
2024-02-29,favoes.com,12.41%,18.61%,24.29%,98.55%,16.88%,62.06%
2024-03-03,hometogo.com,< 10%,3.78%,40.04%,58.03%,4.06%,62.37%
2024-03-04,hometogo.com,< 10%,1.78%,38.26%,46.29%,3.29%,62.89%
2024-03-04,favoes.com,< 10%,12.20%,24.47%,97.87%,16.69%,61.43%
2024-02-29,apartmentlist.com,< 10%,4.88%,48.01%,93.67%,19.14%,63.47%
2024-02-29,hometogo.com,< 10%,4.19%,45.53%,65.07%,6.93%,63.76%
2024-03-03,apartmentlist.com,< 10%,4.49%,47.76%,92.05%,20.19%,61.97%
2024-03-03,favoes.com,< 10%,14.31%,24.52%,97.99%,16.72%,61.11%
2024-03-04,apartmentlist.com,< 10%,4.23%,49.52%,92.24%,20.89%,61.99%
2024-03-07,apartmentlist.com,< 10%,5.50%,46.55%,92.24%,19.85%,64.52%
2024-03-07,hometogo.com,< 10%,3.89%,43.03%,59.43%,6.23%,65.11%
2024-03-07,favoes.com,< 10%,9.79%,18.06%,98.67%,12.11%,65.04%
2024-03-13,apartmentlist.com,10.41%,6.14%,47.37%,93.61%,23.84%,63.26%
2024-03-13,hometogo.com,< 10%,2.45%,37.43%,56.33%,5.18%,64.55%
2024-03-13,favoes.com,< 10%,13.44%,16.58%,98.07%,10.40%,63.70%
2024-03-02,hellolanding.com,14.60%,13.48%,56.92%,88.88%,43.15%,59.51%
2024-03-05,airbnb.com,31.08%,26.27%,66.92%,92.46%,52.19%,52.60%
2024-03-06,hellolanding.com,15.34%,13.99%,60.16%,92.35%,48.64%,59.11%
2024-03-02,airbnb.com,40.48%,36.04%,67.46%,93.07%,54.03%,48.78%
2024-03-02,You,64.45%, --, --,92.57%,57.25%, --
2024-03-05,hellolanding.com,13.22%,11.39%,66.74%,94.61%,53.52%,58.96%
2024-03-09,hellolanding.com,15.64%,15.38%,66.39%,92.22%,53.64%,59.38%
2024-03-10,hellolanding.com,16.90%,16.43%,62.42%,93.04%,51.91%,58.78%
2024-03-05,You,63.82%, --, --,92.52%,58.37%, --
2024-03-06,airbnb.com,35.80%,29.38%,62.90%,90.96%,48.10%,52.61%
2024-03-12,hellolanding.com,15.17%,14.17%,63.97%,93.22%,53.10%,57.92%
2024-03-06,You,64.54%, --, --,92.60%,61.55%, --
2024-03-09,You,66.13%, --, --,92.98%,62.10%, --
2024-03-10,You,65.49%, --, --,93.03%,62.53%, --
2024-03-09,airbnb.com,32.17%,26.04%,62.78%,90.38%,47.69%,55.31%
2024-03-10,airbnb.com,31.79%,25.74%,64.55%,89.92%,47.08%,54.61%
2024-03-12,You,63.69%, --, --,92.80%,62.80%, --
2024-03-12,airbnb.com,31.88%,24.97%,63.13%,89.06%,44.79%,53.65%
2024-03-02,apartmentlist.com,< 10%,4.93%,46.64%,92.26%,18.07%,62.97%
2024-03-02,hometogo.com,< 10%,4.23%,42.47%,61.54%,5.71%,63.30%
2024-03-05,apartmentlist.com,< 10%,5.70%,52.67%,94.89%,25.01%,61.90%
2024-03-06,hometogo.com,< 10%,2.73%,49.05%,53.15%,4.48%,63.68%
2024-03-06,favoes.com,11.88%,17.91%,18.79%,98.24%,12.98%,62.37%
2024-03-02,favoes.com,11.10%,16.55%,22.17%,98.18%,15.99%,62.09%
2024-03-09,apartmentlist.com,< 10%,6.12%,49.79%,92.68%,23.26%,64.11%
2024-03-10,apartmentlist.com,10.51%,6.92%,50.56%,94.46%,23.03%,63.20%
2024-03-05,hometogo.com,< 10%,2.98%,45.32%,54.62%,6.90%,62.95%
2024-03-05,favoes.com,13.09%,19.75%,21.88%,98.58%,14.33%,61.06%
2024-03-06,apartmentlist.com,< 10%,4.26%,48.48%,92.37%,19.75%,63.21%
2024-03-09,hometogo.com,< 10%,2.81%,32.11%,53.49%,4.38%,65.53%
2024-03-09,favoes.com,10.95%,16.10%,18.80%,98.60%,12.78%,64.12%
2024-03-10,hometogo.com,< 10%,2.95%,48.12%,57.16%,5.58%,64.56%
2024-03-10,favoes.com,10.16%,15.11%,20.49%,98.35%,14.21%,63.47%
2024-03-12,apartmentlist.com,10.66%,6.19%,50.22%,92.71%,22.85%,61.71%
2024-03-12,hometogo.com,< 10%,3.06%,40.53%,59.00%,5.30%,62.90%
2024-03-12,favoes.com,10.54%,16.08%,19.33%,98.93%,12.73%,61.71%
