Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-01-20,hellolanding.com,15.50%,17.37%,7.97%,70.59%,4.55%,83.82%
2024-01-25,You,83.81%, --, --,93.82%,32.38%, --
2024-01-25,airbnb.com,18.46%,19.68%,8.51%,60.58%,2.35%,82.41%
2024-01-25,hellolanding.com,13.66%,14.77%,9.48%,63.93%,4.30%,82.64%
2024-01-27,You,87.30%, --, --,94.74%,39.82%, --
2024-01-27,airbnb.com,14.42%,15.72%,5.51%,57.86%,1.05%,86.55%
2024-01-27,hellolanding.com,13.06%,14.16%,6.85%,67.59%,1.85%,86.46%
2024-01-31,furnishedfinder.com,94.88%,99.25%,77.97%,98.51%,75.15%,19.51%
2024-01-31,evolve.com,10.60%,11.56%,40.76%,87.21%,17.65%,82.20%
2024-01-22,furnishedfinder.com,88.69%,95.85%,47.94%,97.37%,45.46%,45.91%
2024-01-22,evolve.com,21.47%,24.39%,24.77%,88.11%,16.08%,79.82%
2024-01-28,You,86.62%, --, --,94.89%,34.81%, --
2024-01-28,airbnb.com,19.03%,20.42%,8.18%,65.50%,1.17%,85.17%
2024-01-28,hellolanding.com,13.16%,14.32%,10.99%,63.42%,2.54%,85.26%
2024-01-22,You,84.95%, --, --,94.68%,48.01%, --
2024-01-22,airbnb.com,15.39%,16.38%,8.22%,56.56%,2.53%,83.80%
2024-01-22,hellolanding.com,12.04%,12.83%,8.48%,59.60%,3.64%,84.02%
2024-01-31,You,86.26%, --, --,94.09%,21.05%, --
2024-01-31,airbnb.com,18.35%,19.89%,8.85%,63.37%,0.74%,84.74%
2024-01-31,hellolanding.com,15.85%,17.00%,9.06%,58.80%,1.37%,84.93%
