Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-07-26,You,88.18%, --, --,94.72%,86.08%, --
2024-07-26,airbnb.com,40.63%,44.51%,16.18%,80.80%,15.94%,81.83%
2024-07-26,apartmentlist.com,< 10%,7.51%,4.22%,72.47%,2.69%,87.90%
2024-07-17,apartmentlist.com,< 10%,11.09%,17.56%,81.45%,16.23%,83.07%
2024-07-17,airbnb.com,38.90%,42.81%,15.58%,82.35%,14.61%,79.07%
2024-07-17,You,84.72%, --, --,94.97%,86.41%, --
2024-07-20,You,89.73%, --, --,95.00%,86.61%, --
2024-07-24,You,92.27%, --, --,95.36%,89.31%, --
2024-07-24,apartmentlist.com,< 10%,8.95%,4.78%,76.55%,3.22%,91.88%
2024-07-24,airbnb.com,39.91%,42.41%,12.95%,79.66%,12.72%,87.20%
2024-07-20,airbnb.com,42.31%,45.72%,16.74%,83.20%,16.43%,82.86%
2024-07-20,apartmentlist.com,< 10%,6.47%,7.41%,77.98%,5.05%,89.30%
2024-07-23,You,88.52%, --, --,94.30%,85.99%, --
2024-07-23,apartmentlist.com,< 10%,9.85%,6.71%,77.03%,4.78%,87.94%
2024-07-23,airbnb.com,41.51%,45.31%,16.99%,81.03%,17.05%,81.71%
2024-07-19,You,88.88%, --, --,94.93%,86.48%, --
2024-07-19,apartmentlist.com,< 10%,2.72%,8.75%,81.02%,7.83%,88.67%
2024-07-19,airbnb.com,42.94%,46.30%,17.23%,82.12%,16.94%,81.79%
2024-07-21,You,87.60%, --, --,94.88%,85.72%, --
2024-07-21,apartmentlist.com,< 10%,7.35%,7.65%,80.00%,5.00%,87.10%
2024-07-25,airbnb.com,42.17%,45.64%,14.54%,80.37%,14.18%,84.21%
2024-07-25,You,90.19%, --, --,94.82%,87.22%, --
2024-07-28,You,89.69%, --, --,94.87%,87.87%, --
2024-07-25,apartmentlist.com,< 10%,7.40%,4.88%,72.76%,4.03%,89.86%
2024-07-28,airbnb.com,39.48%,42.82%,13.33%,79.89%,12.67%,84.57%
2024-07-21,airbnb.com,45.53%,49.56%,17.21%,83.33%,17.22%,80.13%
2024-07-28,apartmentlist.com,< 10%,6.25%,5.29%,73.03%,4.16%,89.39%
2024-07-27,You,90.00%, --, --,94.83%,86.95%, --
2024-07-18,You,86.63%, --, --,94.66%,85.81%, --
2024-07-27,apartmentlist.com,< 10%,5.92%,5.27%,75.00%,4.11%,89.72%
2024-07-18,apartmentlist.com,< 10%,10.50%,13.35%,82.57%,11.10%,85.41%
2024-07-27,airbnb.com,41.87%,45.24%,15.03%,81.14%,14.38%,83.88%
2024-07-18,airbnb.com,40.44%,44.20%,16.47%,81.95%,15.70%,80.32%
2024-07-22,You,87.78%, --, --,94.47%,85.13%, --
2024-07-29,apartmentlist.com,< 10%,6.26%,6.53%,74.71%,4.68%,88.55%
2024-07-22,apartmentlist.com,< 10%,9.47%,7.48%,77.13%,5.00%,87.15%
2024-07-29,You,88.92%, --, --,94.88%,87.65%, --
2024-07-29,airbnb.com,38.72%,42.23%,14.72%,78.52%,14.24%,83.39%
2024-07-22,airbnb.com,44.73%,49.16%,17.55%,82.37%,16.97%,80.20%
2024-07-16,You,86.12%, --, --,95.53%,86.83%, --
2024-07-16,apartmentlist.com,< 10%,9.86%,11.07%,79.36%,9.05%,85.18%
2024-07-16,airbnb.com,41.13%,44.54%,16.31%,82.01%,15.83%,79.86%
