Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-06-29,apartmentlist.com,< 10%,2.83%,39.71%,76.25%,12.37%,38.97%
2024-06-29,hellolanding.com,13.12%,12.80%,46.10%,72.41%,19.48%,37.09%
2024-06-24,airbnb.com,32.68%,36.75%,44.04%,81.16%,23.17%,37.46%
2024-07-01,airbnb.com,34.59%,40.24%,42.33%,75.23%,23.61%,35.08%
2024-07-01,hellolanding.com,10.18%,11.71%,39.61%,71.81%,24.36%,40.32%
2024-06-30,apartmentlist.com,< 10%,4.03%,33.85%,79.02%,11.21%,45.69%
2024-06-30,airbnb.com,34.93%,38.60%,44.30%,79.79%,24.57%,38.40%
2024-06-30,hellolanding.com,12.25%,14.90%,40.54%,71.43%,25.41%,43.52%
2024-06-28,airbnb.com,34.62%,40.03%,49.53%,79.05%,26.01%,31.82%
2024-06-29,airbnb.com,35.48%,37.85%,54.45%,77.48%,23.26%,31.29%
2024-07-01,apartmentlist.com,< 10%,5.02%,28.57%,63.78%,8.67%,41.68%
2024-06-23,You,44.75%, --, --,89.61%,21.92%, --
2024-06-24,You,44.69%, --, --,87.46%,21.10%, --
2024-06-29,You,39.41%, --, --,81.97%,7.81%, --
2024-06-22,You,44.18%, --, --,88.16%,22.87%, --
2024-06-30,You,46.32%, --, --,86.15%,20.91%, --
2024-07-01,You,42.28%, --, --,84.07%,17.49%, --
2024-06-23,furnishedfinder.com,39.94%,64.71%,43.12%,88.86%,27.35%,32.26%
2024-06-22,evolve.com,31.95%,50.31%,81.89%,96.23%,66.34%,25.98%
2024-07-01,evolve.com,29.19%,46.29%,75.87%,91.17%,52.65%,27.43%
2024-06-28,evolve.com,19.16%,33.34%,66.39%,89.21%,35.14%,30.90%
2024-06-29,evolve.com,30.18%,47.57%,82.27%,92.78%,44.33%,23.99%
2024-06-28,You,39.69%, --, --,83.86%,11.48%, --
2024-06-28,furnishedfinder.com,51.95%,83.24%,83.10%,90.94%,60.22%,12.23%
2024-06-30,evolve.com,28.77%,44.92%,74.48%,93.57%,51.97%,30.82%
2024-06-30,furnishedfinder.com,47.63%,69.80%,59.52%,89.94%,46.67%,27.08%
