Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-06-02,hometogo.com,< 10%,3.50%,24.21%,44.05%,3.96%,39.35%
2024-06-02,furnishedfinder.com,67.14%,86.28%,90.94%,93.55%,68.25%,8.55%
2024-05-30,furnishedfinder.com,67.44%,85.64%,91.29%,92.86%,71.63%,8.81%
2024-06-01,hellolanding.com,< 10%,6.54%,43.42%,68.72%,16.17%,38.65%
2024-05-29,hellolanding.com,< 10%,5.36%,41.21%,73.50%,25.12%,36.27%
2024-05-30,airbnb.com,29.76%,31.78%,50.16%,81.05%,19.66%,33.94%
2024-05-30,hellolanding.com,< 10%,4.86%,48.65%,71.19%,24.12%,39.42%
2024-06-02,You,39.69%, --, --,83.55%,5.31%, --
2024-05-29,You,37.09%, --, --,87.57%,7.47%, --
2024-06-01,airbnb.com,29.60%,29.65%,52.69%,75.19%,17.81%,33.57%
2024-06-01,You,39.78%, --, --,81.20%,4.65%, --
2024-05-25,airbnb.com,37.34%,37.18%,55.15%,82.64%,25.19%,27.09%
2024-05-25,apartmentlist.com,< 10%,6.90%,36.81%,70.53%,7.98%,33.21%
2024-05-29,apartmentlist.com,< 10%,5.85%,29.49%,71.88%,11.07%,36.45%
2024-05-30,You,40.37%, --, --,87.55%,6.44%, --
2024-05-27,You,26.89%, --, --,89.05%,9.17%, --
2024-05-27,hellolanding.com,< 10%,5.08%,54.72%,84.18%,31.77%,26.14%
2024-05-25,You,34.07%, --, --,83.90%,4.17%, --
2024-05-25,evolve.com,23.43%,42.60%,79.75%,94.91%,34.56%,22.50%
2024-06-01,evolve.com,28.06%,45.35%,83.30%,95.49%,38.01%,24.75%
2024-05-25,hellolanding.com,< 10%,5.03%,60.00%,79.91%,29.31%,33.04%
2024-05-29,airbnb.com,32.97%,34.50%,47.81%,80.35%,23.32%,30.97%
2024-05-27,apartmentlist.com,< 10%,4.89%,33.33%,75.73%,10.86%,26.45%
2024-05-27,evolve.com,16.30%,32.23%,55.70%,91.36%,27.71%,22.06%
2024-05-27,airbnb.com,34.36%,31.56%,43.52%,83.83%,26.90%,23.20%
2024-06-02,evolve.com,26.85%,41.02%,80.49%,94.38%,38.17%,26.58%
2024-05-30,evolve.com,18.56%,28.89%,62.12%,91.42%,23.09%,33.13%
2024-06-02,airbnb.com,33.54%,33.31%,49.06%,77.61%,18.25%,33.20%
2024-06-02,hellolanding.com,< 10%,7.12%,34.72%,66.82%,19.72%,38.71%
2024-05-30,apartmentlist.com,< 10%,6.28%,42.93%,71.65%,9.91%,39.29%
2024-06-01,apartmentlist.com,< 10%,4.78%,38.74%,67.88%,7.06%,39.04%
2024-06-02,apartmentlist.com,< 10%,5.50%,27.52%,64.57%,7.50%,39.09%
2024-05-29,evolve.com,18.27%,32.35%,63.08%,91.52%,27.75%,29.52%
2024-05-23,hometogo.com,< 10%,2.65%,20.24%,43.13%,0.96%,31.19%
2024-06-05,hometogo.com,< 10%,4.27%,33.12%,48.48%,2.58%,42.21%
2024-05-24,furnishedfinder.com,62.61%,89.35%,91.32%,93.08%,61.17%,5.84%
2024-06-05,furnishedfinder.com,63.28%,83.23%,87.31%,93.85%,65.49%,11.70%
2024-05-24,hometogo.com,< 10%,2.97%,30.67%,41.67%,2.78%,31.42%
2024-05-23,furnishedfinder.com,61.92%,88.91%,89.37%,93.15%,64.16%,6.44%
2024-06-04,hellolanding.com,< 10%,4.20%,45.64%,66.67%,20.96%,43.44%
2024-06-04,hometogo.com,< 10%,4.51%,19.38%,47.09%,3.17%,43.90%
2024-05-23,You,31.36%, --, --,86.85%,7.52%, --
2024-05-24,airbnb.com,32.74%,32.70%,50.24%,82.09%,24.77%,26.50%
2024-05-24,You,31.71%, --, --,84.48%,5.54%, --
2024-06-05,You,42.82%, --, --,83.43%,8.62%, --
2024-05-24,hellolanding.com,< 10%,5.58%,54.61%,78.01%,25.38%,30.74%
2024-06-05,airbnb.com,29.78%,34.37%,47.82%,77.68%,18.53%,35.78%
2024-06-05,hellolanding.com,< 10%,3.99%,38.89%,64.34%,19.38%,42.16%
2024-06-05,apartmentlist.com,< 10%,4.82%,33.33%,67.70%,9.67%,42.13%
2024-05-23,airbnb.com,30.26%,32.96%,47.94%,80.51%,23.62%,26.40%
2024-05-23,hellolanding.com,< 10%,4.80%,55.92%,81.00%,29.50%,30.52%
2024-06-04,You,44.29%, --, --,85.43%,10.31%, --
2024-05-24,evolve.com,21.74%,39.87%,75.57%,94.92%,35.22%,22.15%
2024-06-04,furnishedfinder.com,61.08%,80.95%,83.19%,92.32%,62.02%,14.46%
2024-06-04,airbnb.com,29.92%,34.71%,47.00%,77.90%,20.73%,37.06%
2024-05-23,evolve.com,21.48%,38.12%,73.55%,92.66%,33.23%,22.57%
2024-06-04,apartmentlist.com,< 10%,6.31%,29.91%,62.80%,6.36%,43.45%
2024-05-23,apartmentlist.com,< 10%,5.69%,34.44%,67.41%,9.12%,30.75%
2024-05-24,apartmentlist.com,< 10%,6.22%,31.21%,69.41%,11.60%,31.09%
2024-06-05,evolve.com,24.67%,38.36%,77.10%,94.08%,38.96%,30.16%
2024-06-04,evolve.com,26.62%,39.50%,76.53%,93.11%,41.12%,30.90%
