Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-05-29,airbnb.com,38.22%,39.96%,40.92%,91.72%,36.58%,56.08%
2024-05-29,rent.com,< 10%,3.75%,47.08%,90.64%,20.59%,65.86%
2024-05-29,apartmentlist.com,< 10%,7.92%,22.86%,90.65%,16.96%,65.83%
2024-05-31,airbnb.com,35.68%,36.06%,38.08%,89.76%,32.61%,48.33%
2024-06-04,airbnb.com,38.56%,39.25%,36.63%,92.27%,36.48%,63.87%
2024-05-31,hellolanding.com,< 10%,4.87%,44.26%,89.73%,38.60%,54.81%
2024-06-04,You,74.59%, --, --,96.12%,79.04%, --
2024-05-31,You,56.02%, --, --,93.22%,77.34%, --
2024-06-04,hellolanding.com,< 10%,4.78%,30.52%,89.34%,29.20%,73.50%
2024-06-04,rent.com,< 10%,2.39%,36.19%,89.35%,14.04%,73.94%
2024-06-04,apartmentlist.com,< 10%,8.51%,15.89%,87.31%,11.26%,73.58%
2024-05-31,rent.com,10.06%,4.59%,50.90%,88.55%,20.11%,54.71%
2024-05-31,apartmentlist.com,12.12%,8.86%,25.60%,87.65%,16.98%,54.75%
