Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-02-15,apartmentlist.com,< 10%,8.50%,27.60%,92.47%,20.02%,82.45%
2024-02-15,hometogo.com,< 10%,1.97%,20.82%,59.65%,7.89%,84.08%
2024-02-15,favoes.com,22.77%,26.18%,17.38%,99.23%,13.17%,80.59%
2024-02-19,apartmentlist.com,< 10%,6.60%,46.48%,95.11%,26.58%,71.66%
2024-02-19,hometogo.com,< 10%,1.58%,42.55%,52.62%,5.76%,73.42%
2024-02-19,favoes.com,18.52%,24.27%,20.41%,98.90%,16.22%,70.26%
2024-02-15,You,84.43%, --, --,97.70%,67.79%, --
2024-02-15,airbnb.com,16.06%,16.76%,51.18%,94.08%,42.60%,77.19%
2024-02-15,hellolanding.com,14.63%,15.92%,52.88%,93.46%,43.11%,77.32%
2024-02-23,apartmentlist.com,< 10%,5.59%,51.94%,95.28%,27.61%,70.08%
2024-02-23,hometogo.com,< 10%,2.07%,49.44%,53.88%,7.65%,71.44%
2024-02-23,favoes.com,19.57%,26.14%,29.85%,98.49%,22.69%,66.55%
2024-02-19,You,73.92%, --, --,93.34%,69.11%, --
2024-02-19,airbnb.com,20.62%,15.26%,55.81%,88.74%,37.01%,67.63%
2024-02-19,hellolanding.com,13.40%,11.97%,57.38%,92.46%,49.80%,68.85%
2024-02-27,apartmentlist.com,10.56%,6.04%,47.40%,94.00%,23.13%,65.21%
2024-02-27,hometogo.com,< 10%,2.98%,45.49%,61.63%,5.67%,66.22%
2024-02-27,favoes.com,10.22%,14.76%,20.26%,98.41%,15.12%,65.13%
2024-02-23,You,72.18%, --, --,93.00%,68.94%, --
2024-02-23,airbnb.com,18.90%,12.40%,57.69%,85.79%,35.01%,67.02%
2024-02-23,hellolanding.com,< 10%,7.66%,58.65%,89.22%,48.38%,68.93%
2024-02-27,You,67.13%, --, --,93.90%,68.07%, --
2024-02-27,airbnb.com,29.07%,22.01%,61.81%,90.70%,44.96%,58.00%
2024-02-27,hellolanding.com,11.51%,9.15%,52.83%,89.25%,46.44%,63.89%
2024-02-16,apartmentlist.com,< 10%,7.76%,41.02%,95.20%,26.20%,77.45%
2024-02-16,hometogo.com,< 10%,2.09%,29.63%,59.84%,5.68%,79.50%
2024-02-16,favoes.com,24.09%,28.98%,22.08%,98.80%,17.30%,74.88%
2024-02-21,apartmentlist.com,< 10%,4.05%,43.19%,95.41%,23.39%,50.90%
2024-02-21,hometogo.com,< 10%,1.84%,44.33%,58.79%,6.80%,51.38%
2024-02-21,favoes.com,21.47%,26.85%,33.22%,99.04%,26.20%,47.19%
2024-02-16,You,80.00%, --, --,95.80%,66.04%, --
2024-02-16,airbnb.com,18.59%,17.06%,54.28%,91.82%,41.34%,72.59%
2024-02-16,hellolanding.com,14.03%,14.33%,53.90%,93.82%,45.27%,73.82%
2024-02-21,You,51.81%, --, --,94.46%,66.20%, --
2024-02-21,airbnb.com,18.13%,13.98%,54.49%,89.97%,38.91%,47.86%
2024-02-21,hellolanding.com,10.78%,9.75%,54.29%,91.22%,44.93%,49.06%
2024-02-17,apartmentlist.com,17.22%,13.61%,51.38%,95.23%,33.83%,69.34%
2024-02-17,hometogo.com,< 10%,2.01%,42.17%,54.94%,5.78%,73.92%
2024-02-17,favoes.com,23.95%,31.14%,26.95%,98.99%,21.87%,68.30%
2024-02-22,apartmentlist.com,< 10%,6.44%,41.51%,94.80%,21.18%,33.15%
2024-02-22,hometogo.com,< 10%,2.68%,45.25%,62.10%,7.78%,33.65%
2024-02-22,favoes.com,< 10%,7.63%,43.79%,99.18%,36.43%,32.93%
2024-02-24,apartmentlist.com,10.53%,6.22%,54.99%,95.13%,25.59%,62.73%
2024-02-24,hometogo.com,< 10%,3.23%,48.77%,56.14%,6.77%,63.93%
2024-02-24,favoes.com,< 10%,7.29%,22.38%,98.16%,16.78%,63.89%
2024-02-17,You,74.55%, --, --,93.07%,58.44%, --
2024-02-17,airbnb.com,25.00%,20.48%,57.99%,90.21%,38.37%,65.70%
2024-02-17,hellolanding.com,17.72%,16.52%,56.51%,92.60%,44.81%,67.59%
2024-02-26,apartmentlist.com,< 10%,5.24%,51.09%,93.66%,26.35%,64.75%
2024-02-26,hometogo.com,< 10%,3.24%,43.89%,61.41%,7.73%,65.58%
2024-02-26,favoes.com,12.35%,17.83%,25.93%,98.26%,19.67%,63.45%
2024-02-22,You,34.06%, --, --,93.77%,71.37%, --
2024-02-22,airbnb.com,20.84%,15.58%,53.86%,88.71%,38.86%,31.21%
2024-02-22,hellolanding.com,11.89%,10.37%,53.75%,91.30%,46.94%,32.17%
2024-02-24,You,64.95%, --, --,91.90%,72.52%, --
2024-02-24,airbnb.com,26.75%,17.77%,62.79%,88.05%,42.23%,57.71%
2024-02-24,hellolanding.com,10.59%,8.18%,55.47%,88.59%,44.84%,62.01%
2024-02-26,You,66.53%, --, --,93.80%,68.67%, --
2024-02-26,airbnb.com,25.20%,17.89%,60.53%,89.51%,41.34%,59.32%
2024-02-26,hellolanding.com,10.26%,8.18%,56.60%,89.12%,45.58%,63.45%
2024-02-18,apartmentlist.com,14.09%,11.16%,47.78%,96.32%,36.06%,69.32%
2024-02-18,hometogo.com,< 10%,2.61%,44.16%,59.51%,7.71%,72.38%
2024-02-18,favoes.com,18.10%,23.71%,22.77%,98.17%,17.57%,69.27%
2024-02-20,apartmentlist.com,< 10%,6.55%,45.55%,95.05%,25.65%,73.13%
2024-02-20,hometogo.com,< 10%,2.15%,50.61%,57.53%,5.96%,74.56%
2024-02-20,favoes.com,20.46%,26.15%,22.62%,98.94%,17.87%,70.92%
2024-02-18,You,73.22%, --, --,92.59%,64.52%, --
2024-02-18,airbnb.com,22.82%,17.36%,56.03%,88.37%,34.56%,66.10%
2024-02-18,hellolanding.com,16.60%,15.22%,59.23%,91.53%,49.51%,66.62%
2024-02-25,apartmentlist.com,< 10%,5.69%,53.67%,95.48%,28.91%,64.44%
2024-02-25,hometogo.com,< 10%,3.22%,51.81%,62.61%,8.36%,65.37%
2024-02-25,favoes.com,< 10%,7.35%,14.42%,96.50%,8.86%,65.77%
2024-02-28,apartmentlist.com,10.37%,5.82%,50.23%,93.47%,24.17%,63.44%
2024-02-28,hometogo.com,< 10%,4.49%,46.21%,68.74%,9.74%,64.00%
2024-02-28,favoes.com,11.63%,17.25%,23.34%,98.57%,16.81%,62.72%
2024-02-20,You,75.38%, --, --,94.19%,66.53%, --
2024-02-20,airbnb.com,21.05%,16.24%,54.66%,90.09%,37.51%,68.68%
2024-02-20,hellolanding.com,12.46%,11.45%,54.70%,93.49%,48.43%,70.66%
2024-02-25,You,66.47%, --, --,92.38%,73.71%, --
2024-02-25,airbnb.com,24.13%,16.43%,61.93%,88.09%,40.45%,59.71%
2024-02-25,hellolanding.com,< 10%,7.27%,60.55%,88.08%,46.52%,63.55%
2024-02-28,You,65.35%, --, --,93.65%,63.62%, --
2024-02-28,airbnb.com,30.51%,25.62%,64.70%,92.75%,50.52%,54.52%
2024-02-28,hellolanding.com,11.83%,10.22%,64.77%,91.70%,51.16%,61.03%
