Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-01-24,apartmentlist.com,< 10%,9.55%,11.44%,96.59%,9.79%,80.99%
2024-01-21,hellolanding.com,< 10%,10.95%,36.41%,91.37%,34.15%,77.91%
2024-01-20,airbnb.com,< 10%,7.99%,33.10%,91.92%,26.92%,77.99%
2024-01-20,apartmentlist.com,< 10%,7.99%,14.95%,93.93%,12.15%,79.15%
2024-01-21,apartmentlist.com,< 10%,8.81%,16.09%,95.25%,13.18%,80.00%
2024-01-24,hellolanding.com,12.29%,14.16%,32.46%,93.05%,30.35%,78.12%
2024-01-27,hellolanding.com,15.45%,17.23%,44.28%,92.96%,40.03%,76.51%
2024-01-24,You,81.88%, --, --,98.45%,81.19%, --
2024-01-27,airbnb.com,< 10%,5.80%,38.50%,92.52%,29.91%,80.99%
2024-01-27,apartmentlist.com,< 10%,6.51%,13.20%,94.25%,9.18%,82.12%
2024-01-27,You,82.84%, --, --,98.12%,79.97%, --
2024-01-30,favoes.com,< 10%,6.27%,8.53%,99.00%,5.58%,82.78%
2024-01-30,airbnb.com,11.18%,12.14%,44.77%,93.57%,39.46%,78.71%
2024-01-30,hellolanding.com,16.04%,18.25%,49.63%,94.49%,44.86%,75.69%
2024-01-30,apartmentlist.com,< 10%,7.49%,18.76%,95.82%,15.38%,82.06%
2024-01-30,You,83.23%, --, --,98.14%,71.97%, --
2024-01-22,favoes.com,< 10%,5.70%,2.78%,97.52%,2.23%,80.25%
2024-01-29,favoes.com,15.27%,18.45%,7.05%,99.13%,5.50%,80.32%
2024-01-25,favoes.com,< 10%,7.77%,1.61%,98.40%,0.94%,82.18%
2024-01-22,airbnb.com,< 10%,6.85%,33.40%,92.30%,27.57%,78.54%
2024-01-28,favoes.com,< 10%,5.71%,6.01%,98.73%,4.44%,81.51%
2024-01-23,hellolanding.com,12.31%,14.04%,32.31%,93.47%,29.95%,77.96%
2024-01-23,airbnb.com,< 10%,8.04%,32.64%,95.65%,30.24%,79.52%
2024-01-23,favoes.com,< 10%,0.68%,1.03%,98.98%,0.00%,81.66%
2024-01-22,hellolanding.com,10.85%,12.59%,33.91%,92.47%,30.82%,76.94%
2024-01-23,apartmentlist.com,< 10%,10.58%,14.45%,95.53%,12.03%,80.42%
2024-01-22,apartmentlist.com,< 10%,8.50%,16.64%,95.31%,12.38%,79.24%
2024-01-25,airbnb.com,< 10%,7.25%,34.89%,95.10%,30.73%,80.20%
2024-01-25,You,82.29%, --, --,98.27%,82.13%, --
2024-01-29,airbnb.com,< 10%,8.49%,41.42%,93.98%,34.87%,78.51%
2024-01-29,hellolanding.com,14.49%,16.56%,52.60%,95.87%,48.13%,74.29%
2024-01-22,You,80.38%, --, --,98.07%,83.10%, --
2024-01-23,You,81.67%, --, --,98.33%,82.78%, --
2024-01-28,hellolanding.com,18.50%,20.69%,47.81%,93.16%,44.12%,73.70%
2024-01-28,airbnb.com,< 10%,8.63%,45.82%,92.90%,38.69%,78.56%
2024-01-25,hellolanding.com,12.38%,14.15%,34.53%,93.52%,31.94%,78.27%
2024-01-25,apartmentlist.com,< 10%,7.44%,12.20%,96.58%,10.17%,81.54%
2024-01-28,You,81.79%, --, --,98.13%,77.07%, --
2024-01-29,You,81.37%, --, --,98.18%,76.18%, --
2024-01-29,apartmentlist.com,< 10%,7.64%,19.52%,95.78%,15.52%,80.16%
2024-01-28,apartmentlist.com,< 10%,9.00%,17.39%,95.95%,12.93%,80.51%
