Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-01-18,favoes.com,< 10%,5.78%,3.38%,98.71%,1.29%,80.50%
2024-01-26,favoes.com,< 10%,8.82%,4.32%,98.63%,3.11%,80.82%
2024-01-19,You,82.03%, --, --,98.28%,74.46%, --
2024-01-18,airbnb.com,< 10%,9.07%,39.45%,93.72%,33.59%,77.77%
2024-01-19,apartmentlist.com,< 10%,7.08%,14.38%,93.35%,11.08%,81.20%
2024-01-19,favoes.com,< 10%,5.17%,5.79%,100.00%,5.14%,81.79%
2024-01-31,favoes.com,12.28%,14.41%,7.68%,99.36%,5.37%,83.31%
2024-01-18,hellolanding.com,12.75%,14.30%,38.69%,91.03%,34.50%,76.20%
2024-01-19,airbnb.com,< 10%,7.79%,35.83%,92.78%,29.06%,79.74%
2024-01-19,hellolanding.com,15.12%,16.88%,39.51%,92.98%,35.13%,76.56%
2024-01-18,You,80.66%, --, --,98.09%,78.52%, --
2024-01-26,hellolanding.com,15.11%,17.21%,40.05%,92.80%,37.42%,75.54%
2024-01-18,apartmentlist.com,< 10%,7.95%,17.36%,94.46%,13.43%,79.54%
2024-01-31,airbnb.com,18.06%,19.78%,42.57%,94.40%,36.44%,77.15%
2024-01-31,hellolanding.com,15.14%,16.85%,48.87%,95.88%,43.69%,77.31%
2024-01-26,You,81.13%, --, --,98.25%,79.82%, --
2024-01-31,You,84.24%, --, --,98.43%,70.28%, --
2024-01-26,airbnb.com,< 10%,5.83%,32.20%,92.30%,26.34%,79.61%
2024-01-26,apartmentlist.com,< 10%,6.46%,14.49%,94.92%,11.82%,80.37%
2024-01-31,apartmentlist.com,< 10%,6.78%,21.19%,96.00%,15.72%,83.03%
2024-01-24,favoes.com,< 10%,3.35%,3.39%,96.03%,2.72%,81.79%
2024-01-21,airbnb.com,< 10%,6.97%,36.92%,92.32%,29.86%,79.06%
2024-01-20,favoes.com,< 10%,3.15%,2.10%,97.62%,1.19%,80.06%
2024-01-21,favoes.com,< 10%,3.04%,3.86%,95.03%,1.75%,81.05%
2024-01-20,You,80.11%, --, --,98.13%,82.08%, --
2024-01-21,You,81.15%, --, --,98.02%,83.86%, --
2024-01-24,airbnb.com,< 10%,9.75%,36.46%,95.71%,32.95%,78.97%
2024-01-27,favoes.com,< 10%,4.25%,3.64%,98.67%,3.76%,82.71%
2024-01-20,hellolanding.com,12.41%,13.88%,33.04%,93.58%,31.05%,76.44%
