Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
2024-06-24,vrbo.com,14.03%,11.52%,30.14%,84.55%,35.10%,32.52%
2024-06-22,travelnursehousing.com,37.02%,63.60%,64.03%,91.44%,26.53%,24.35%
2024-06-22,apartmentlist.com,< 10%,8.02%,31.41%,71.86%,13.65%,40.04%
2024-06-22,evolve.com,27.81%,41.59%,84.55%,96.43%,67.81%,26.63%
2024-06-22,hometogo.com,< 10%,5.04%,25.51%,44.57%,5.28%,40.55%
2024-06-23,travelnursehousing.com,34.50%,63.31%,62.65%,92.29%,24.59%,22.73%
2024-06-23,apartmentlist.com,< 10%,5.43%,43.65%,79.54%,18.66%,36.77%
2024-06-23,evolve.com,26.49%,43.58%,83.89%,95.71%,65.40%,23.89%
2024-06-23,hometogo.com,< 10%,5.38%,44.00%,45.57%,4.14%,36.77%
2024-06-24,travelnursehousing.com,12.23%,21.48%,16.92%,89.11%,9.35%,32.47%
2024-06-24,apartmentlist.com,< 10%,7.21%,12.13%,70.90%,7.45%,33.40%
2024-06-24,evolve.com,< 10%,13.54%,47.15%,92.05%,40.76%,31.54%
2024-06-24,hometogo.com,< 10%,8.92%,8.38%,48.20%,5.65%,33.44%
2024-06-27,You,38.91%, --, --,85.00%,41.61%, --
2024-06-27,airbnb.com,42.38%,42.46%,43.28%,86.56%,40.71%,31.76%
2024-06-27,hellolanding.com,14.86%,18.49%,42.77%,78.37%,33.10%,35.83%
2024-06-27,vrbo.com,< 10%,3.85%,63.36%,80.12%,25.06%,37.96%
2024-06-27,travelnursehousing.com,26.42%,61.10%,28.10%,89.00%,14.08%,32.23%
2024-06-27,apartmentlist.com,11.06%,7.82%,44.74%,76.73%,18.72%,37.55%
2024-06-27,evolve.com,16.92%,33.49%,59.17%,92.83%,49.15%,31.20%
2024-06-27,hometogo.com,< 10%,5.06%,31.40%,36.27%,4.86%,38.29%
2024-06-20,You,48.12%, --, --,89.14%,46.76%, --
2024-06-20,airbnb.com,39.50%,44.75%,37.83%,86.86%,34.38%,39.98%
2024-06-20,hellolanding.com,11.46%,14.56%,40.02%,78.79%,29.46%,45.32%
2024-06-20,vrbo.com,11.42%,9.17%,37.15%,83.85%,29.23%,46.48%
2024-06-20,travelnursehousing.com,19.92%,33.31%,36.12%,88.94%,18.12%,42.33%
2024-06-20,apartmentlist.com,< 10%,10.07%,22.36%,73.56%,11.44%,47.04%
2024-06-20,evolve.com,15.91%,23.14%,58.65%,92.32%,46.87%,41.59%
2024-06-20,hometogo.com,< 10%,8.50%,14.13%,49.03%,3.72%,47.54%
2024-06-29,You,33.59%, --, --,84.04%,45.72%, --
2024-06-29,airbnb.com,40.93%,47.12%,47.35%,87.53%,41.96%,26.10%
2024-06-29,hellolanding.com,11.49%,16.72%,40.28%,81.07%,31.89%,31.33%
2024-06-29,vrbo.com,12.17%,6.11%,55.63%,83.19%,32.13%,32.45%
2024-06-29,travelnursehousing.com,14.68%,39.95%,12.60%,83.65%,6.55%,31.90%
2024-06-29,apartmentlist.com,< 10%,8.33%,46.77%,80.34%,16.71%,32.29%
2024-06-29,evolve.com,15.15%,30.31%,47.20%,91.56%,39.74%,28.79%
2024-06-29,hometogo.com,< 10%,6.09%,25.80%,46.11%,4.81%,33.07%
