Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value,Channel_Group,Campaign_Group,Week,Year
2023-08-21,google,cpc,City - Charleston,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-21,google,cpc,City - Charleston,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-25,google,cpc,City - Austin,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-25,google,cpc,City - Austin,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-25,google,cpc,City - Orlando,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-25,google,cpc,City - Orlando,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
