Brand Name,Category,Day,Display URL domain,Impression share,Overlap rate,Position above rate,Top of page rate,Abs. Top of page rate,Outranking share
Furnished Finder,TNH,2024-03-09,You,25.78, --, --,93.7,60.8, --
Furnished Finder,TNH,2024-03-09,airbnb.com,< 10%,18.24,8.21,73.38,5.78,25.39
Furnished Finder,TNH,2024-03-09,trustedhealth.com,11.12,5.02,31.73,86.9,25.76,25.36
Furnished Finder,TNH,2024-03-09,vivian.com,< 10%,2.27,24.47,66.42,16.54,25.63
Furnished Finder,TNH,2024-03-09,tnaa.com,< 10%,1.57,30.77,85.65,31.48,25.65
Furnished Finder,TNH,2024-03-09,travelnursing.org,< 10%,4.71,38.97,82.45,23.4,25.3
Furnished Finder,TNH,2024-03-09,crosscountry.com,< 10%,8.84,24.32,87.32,17.72,25.22
Furnished Finder,TNH,2024-03-09,nomadhealth.com,< 10%,3.89,37.89,89.54,21.31,25.4
Furnished Finder,TNH,2024-03-10,You,22.67, --, --,93.96,61.36, --
Furnished Finder,TNH,2024-03-10,airbnb.com,< 10%,17.0,8.44,75.21,7.21,22.35
Furnished Finder,TNH,2024-03-10,trustedhealth.com,10.95,4.75,47.09,84.68,27.96,22.17
Furnished Finder,TNH,2024-03-10,vivian.com,< 10%,1.35,18.37,67.77,11.63,22.62
Furnished Finder,TNH,2024-03-10,tnaa.com,< 10%,1.16,21.43,84.76,31.3,22.62
Furnished Finder,TNH,2024-03-10,travelnursing.org,< 10%,5.08,41.3,81.53,23.01,22.2
Furnished Finder,TNH,2024-03-10,crosscountry.com,10.79,9.3,21.36,86.37,18.85,22.22
Furnished Finder,TNH,2024-03-10,nomadhealth.com,< 10%,3.39,43.09,87.78,21.85,22.34
Furnished Finder,TNH,2024-03-09,travelnursehousing.com,17.25,40.12,31.55,94.91,29.64,22.51
Furnished Finder,TNH,2024-03-09,ayahealthcare.com,11.63,3.48,40.28,85.92,27.78,25.41
Furnished Finder,TNH,2024-03-10,travelnursehousing.com,17.94,41.87,33.22,95.78,32.16,19.52
Furnished Finder,TNH,2024-03-10,ayahealthcare.com,11.54,3.12,49.56,85.57,27.87,22.32
Furnished Finder,TNH,2024-03-12,You,18.92, --, --,93.64,61.14, --
Furnished Finder,TNH,2024-03-12,airbnb.com,< 10%,17.9,8.77,75.75,7.18,18.62
Furnished Finder,TNH,2024-03-12,trustedhealth.com,12.15,5.06,24.63,84.9,22.51,18.68
Furnished Finder,TNH,2024-03-12,crosscountry.com,< 10%,6.61,20.38,80.86,12.52,18.66
Furnished Finder,TNH,2024-03-12,travelnursing.org,< 10%,3.71,42.28,81.35,20.06,18.62
Furnished Finder,TNH,2024-03-12,travelnursehousing.com,15.14,40.2,33.48,96.36,31.21,16.37
Furnished Finder,TNH,2024-03-06,vivian.com,< 10%,1.62,18.64,70.52,15.09,16.91
Furnished Finder,TNH,2024-03-06,nomadhealth.com,< 10%,3.89,33.8,85.71,22.02,16.74
Furnished Finder,TNH,2024-03-12,vivian.com,< 10%,3.56,32.17,84.51,24.26,18.7
Furnished Finder,TNH,2024-03-12,tnaa.com,< 10%,1.74,20.0,87.87,30.33,18.85
Furnished Finder,TNH,2024-03-12,nomadhealth.com,< 10%,2.97,31.09,87.8,21.16,18.74
Furnished Finder,TNH,2024-03-12,ayahealthcare.com,13.82,3.99,41.25,84.27,30.65,18.61
Furnished Finder,TNH,2024-03-14,You,20.44, --, --,93.31,64.58, --
Furnished Finder,TNH,2024-03-14,airbnb.com,< 10%,20.23,9.65,74.9,8.89,20.04
Furnished Finder,TNH,2024-03-14,trustedhealth.com,12.16,4.86,30.15,86.87,24.33,20.14
Furnished Finder,TNH,2024-03-14,vivian.com,< 10%,3.32,25.0,83.42,23.2,20.27
Furnished Finder,TNH,2024-03-14,crosscountry.com,< 10%,7.79,16.3,84.17,14.88,20.18
Furnished Finder,TNH,2024-03-14,nomadhealth.com,< 10%,2.71,29.73,85.4,17.68,20.27
Furnished Finder,TNH,2024-03-20,You,54.13, --, --,93.32,62.44, --
Furnished Finder,TNH,2024-03-20,airbnb.com,15.58,22.84,12.44,72.41,10.45,52.59
Furnished Finder,TNH,2024-03-20,trustedhealth.com,< 10%,4.04,36.92,90.38,28.15,53.32
Furnished Finder,TNH,2024-03-20,vivian.com,< 10%,1.29,11.29,75.19,15.89,54.05
Furnished Finder,TNH,2024-03-20,crosscountry.com,< 10%,5.02,19.01,81.96,16.23,53.61
Furnished Finder,TNH,2024-03-20,nomadhealth.com,< 10%,2.1,29.7,83.75,15.33,53.79
Furnished Finder,TNH,2024-03-14,travelnursehousing.com,16.16,39.59,26.08,95.34,24.64,18.33
Furnished Finder,TNH,2024-03-14,ayahealthcare.com,14.12,4.88,38.0,86.05,31.4,20.06
Furnished Finder,TNH,2024-03-23,You,51.01, --, --,92.59,66.21, --
Furnished Finder,TNH,2024-03-23,airbnb.com,14.94,21.8,8.76,73.84,8.7,50.04
Furnished Finder,TNH,2024-03-23,trustedhealth.com,10.23,4.65,35.16,86.77,29.42,50.18
Furnished Finder,TNH,2024-03-23,vivian.com,< 10%,1.68,27.85,74.43,18.26,50.77
Furnished Finder,TNH,2024-03-23,crosscountry.com,< 10%,6.24,18.03,82.77,16.67,50.44
Furnished Finder,TNH,2024-03-23,nomadhealth.com,< 10%,2.84,41.79,84.8,21.28,50.41
Furnished Finder,TNH,2024-03-25,You,44.18, --, --,92.56,66.04, --
Furnished Finder,TNH,2024-03-25,airbnb.com,12.02,20.1,10.57,71.23,10.42,43.24
Furnished Finder,TNH,2024-03-25,trustedhealth.com,< 10%,4.86,31.6,87.04,25.1,43.5
Furnished Finder,TNH,2024-03-25,vivian.com,< 10%,1.97,23.08,74.25,15.32,43.98
Furnished Finder,TNH,2024-03-20,travelnursehousing.com,26.68,44.78,31.17,94.87,26.18,46.57
Furnished Finder,TNH,2024-03-20,ayahealthcare.com,< 10%,3.36,41.98,83.69,32.47,53.36
Furnished Finder,TNH,2024-03-25,crosscountry.com,< 10%,4.82,16.08,81.72,16.18,43.84
Furnished Finder,TNH,2024-03-25,nomadhealth.com,< 10%,2.85,26.04,83.27,17.09,43.85
Furnished Finder,TNH,2024-03-23,travelnursehousing.com,23.35,41.6,24.9,95.55,22.31,45.73
Furnished Finder,TNH,2024-03-23,ayahealthcare.com,< 10%,2.76,43.85,88.01,28.33,50.4
Furnished Finder,TNH,2024-03-25,travelnursehousing.com,17.63,36.59,19.95,94.68,18.63,40.96
Furnished Finder,TNH,2024-03-25,ayahealthcare.com,< 10%,3.52,37.32,83.0,31.26,43.6
Furnished Finder,TNH,2024-03-22,You,50.76, --, --,94.2,66.08, --
Furnished Finder,TNH,2024-03-22,airbnb.com,15.29,23.68,12.1,74.29,10.48,49.3
Furnished Finder,TNH,2024-03-22,trustedhealth.com,< 10%,4.9,31.51,90.85,29.05,49.97
Furnished Finder,TNH,2024-03-22,vivian.com,< 10%,2.13,29.47,78.13,18.27,50.44
Furnished Finder,TNH,2024-03-22,crosscountry.com,< 10%,5.87,16.79,79.72,15.21,50.26
Furnished Finder,TNH,2024-03-22,nomadhealth.com,< 10%,2.24,25.0,83.84,16.97,50.47
Furnished Finder,TNH,2024-03-24,You,50.97, --, --,93.58,66.5, --
Furnished Finder,TNH,2024-03-24,airbnb.com,14.43,21.47,8.81,72.74,8.76,50.01
Furnished Finder,TNH,2024-03-24,trustedhealth.com,10.21,5.45,32.13,87.61,27.83,50.08
Furnished Finder,TNH,2024-03-24,vivian.com,< 10%,1.83,21.51,74.46,12.77,50.77
Furnished Finder,TNH,2024-03-24,crosscountry.com,< 10%,5.61,13.68,83.63,17.34,50.58
Furnished Finder,TNH,2024-03-24,nomadhealth.com,< 10%,3.17,29.19,83.09,18.93,50.5
Furnished Finder,TNH,2024-03-27,You,32.59, --, --,92.84,65.25, --
Furnished Finder,TNH,2024-03-27,airbnb.com,13.57,23.62,14.92,76.89,15.63,31.44
Furnished Finder,TNH,2024-03-27,trustedhealth.com,< 10%,3.58,29.17,88.34,27.49,32.25
Furnished Finder,TNH,2024-03-27,vivian.com,< 10%,1.79,36.46,81.27,17.34,32.38
Furnished Finder,TNH,2024-03-27,crosscountry.com,< 10%,3.17,19.41,84.83,14.61,32.39
Furnished Finder,TNH,2024-03-27,nomadhealth.com,< 10%,2.14,29.57,84.03,17.73,32.39
Furnished Finder,TNH,2024-03-22,travelnursehousing.com,21.37,39.62,22.99,94.95,19.72,46.13
Furnished Finder,TNH,2024-03-22,ayahealthcare.com,< 10%,3.72,41.57,84.37,28.22,49.97
Furnished Finder,TNH,2024-03-24,travelnursehousing.com,22.9,41.26,23.05,95.0,21.38,46.12
Furnished Finder,TNH,2024-03-24,ayahealthcare.com,< 10%,3.39,37.79,85.01,30.37,50.32
Furnished Finder,TNH,2024-03-27,travelnursehousing.com,13.8,36.48,20.39,93.71,18.4,30.17
Furnished Finder,TNH,2024-03-27,ayahealthcare.com,< 10%,2.27,35.25,87.18,32.22,32.33
Furnished Finder,TNH,2024-03-15,You,22.47, --, --,93.65,65.6, --
Furnished Finder,TNH,2024-03-15,airbnb.com,10.06,22.4,7.68,76.18,6.93,22.09
Furnished Finder,TNH,2024-03-15,trustedhealth.com,11.81,5.77,33.61,85.69,24.18,22.04
Furnished Finder,TNH,2024-03-15,vivian.com,< 10%,3.71,30.07,85.27,21.06,22.22
Furnished Finder,TNH,2024-03-15,crosscountry.com,< 10%,7.98,19.45,82.2,13.32,22.13
Furnished Finder,TNH,2024-03-15,nomadhealth.com,< 10%,3.78,35.26,87.37,17.34,22.18
Furnished Finder,TNH,2024-03-16,You,28.81, --, --,93.69,64.08, --
Furnished Finder,TNH,2024-03-16,airbnb.com,12.07,22.19,10.6,77.83,9.24,28.13
Furnished Finder,TNH,2024-03-16,crosscountry.com,< 10%,8.91,24.37,82.98,19.65,28.18
Furnished Finder,TNH,2024-03-17,You,27.92, --, --,93.68,65.02, --
Furnished Finder,TNH,2024-03-17,airbnb.com,12.25,22.0,10.41,76.64,9.49,27.28
Furnished Finder,TNH,2024-03-17,trustedhealth.com,12.25,7.27,30.0,88.25,29.42,27.31
Furnished Finder,TNH,2024-03-17,vivian.com,< 10%,2.62,25.21,76.91,18.19,27.74
Furnished Finder,TNH,2024-03-17,crosscountry.com,< 10%,8.81,15.75,86.13,13.58,27.54
Furnished Finder,TNH,2024-03-17,nomadhealth.com,< 10%,3.26,25.0,83.48,15.18,27.7
Furnished Finder,TNH,2024-03-16,trustedhealth.com,12.35,7.52,40.18,89.09,33.21,27.93
Furnished Finder,TNH,2024-03-16,vivian.com,< 10%,2.69,32.5,74.49,16.81,28.55
Furnished Finder,TNH,2024-03-16,nomadhealth.com,< 10%,3.0,32.84,83.48,17.4,28.52
Furnished Finder,TNH,2024-03-19,You,24.19, --, --,92.94,65.83, --
Furnished Finder,TNH,2024-03-19,airbnb.com,10.78,19.44,9.08,73.33,9.18,23.77
Furnished Finder,TNH,2024-03-19,trustedhealth.com,10.52,4.8,31.6,90.46,33.29,23.83
Furnished Finder,TNH,2024-03-19,vivian.com,< 10%,2.51,30.53,79.53,16.86,24.01
Furnished Finder,TNH,2024-03-19,crosscountry.com,< 10%,6.37,18.98,82.92,11.91,23.9
Furnished Finder,TNH,2024-03-19,nomadhealth.com,< 10%,2.8,35.62,83.32,15.08,23.95
Furnished Finder,TNH,2024-03-15,travelnursehousing.com,14.13,35.52,23.28,95.34,21.13,20.62
Furnished Finder,TNH,2024-03-15,ayahealthcare.com,13.93,5.48,39.82,86.08,32.46,21.98
Furnished Finder,TNH,2024-03-16,travelnursehousing.com,16.49,35.62,27.34,94.52,25.39,26.0
Furnished Finder,TNH,2024-03-17,travelnursehousing.com,16.06,34.82,22.83,94.26,20.76,25.7
Furnished Finder,TNH,2024-03-17,ayahealthcare.com,10.09,3.81,32.95,81.11,25.41,27.57
Furnished Finder,TNH,2024-03-16,ayahealthcare.com,11.26,4.7,40.48,85.27,23.27,28.26
Furnished Finder,TNH,2024-03-19,travelnursehousing.com,14.45,34.84,21.32,94.18,19.0,22.4
Furnished Finder,TNH,2024-03-19,ayahealthcare.com,10.51,3.92,45.1,85.38,35.03,23.77
Furnished Finder,TNH,2024-03-18,You,19.93, --, --,93.61,66.3, --
Furnished Finder,TNH,2024-03-18,airbnb.com,< 10%,18.33,7.46,71.74,9.32,19.65
Furnished Finder,TNH,2024-03-18,trustedhealth.com,11.17,6.32,39.18,88.59,33.21,19.43
Furnished Finder,TNH,2024-03-18,vivian.com,< 10%,2.29,17.53,80.0,14.45,19.85
Furnished Finder,TNH,2024-03-18,crosscountry.com,< 10%,6.72,14.39,82.31,8.99,19.73
Furnished Finder,TNH,2024-03-18,nomadhealth.com,< 10%,3.23,34.31,85.86,15.1,19.71
Furnished Finder,TNH,2024-03-21,You,49.2, --, --,93.65,66.11, --
Furnished Finder,TNH,2024-03-21,airbnb.com,15.84,24.43,10.99,73.31,9.7,47.87
Furnished Finder,TNH,2024-03-21,trustedhealth.com,< 10%,3.92,33.16,88.34,25.4,48.56
Furnished Finder,TNH,2024-03-21,vivian.com,< 10%,1.51,29.17,75.66,17.6,48.98
Furnished Finder,TNH,2024-03-21,crosscountry.com,< 10%,4.86,17.24,80.14,15.96,48.78
Furnished Finder,TNH,2024-03-21,nomadhealth.com,< 10%,2.24,30.84,87.66,18.51,48.85
Furnished Finder,TNH,2024-03-18,travelnursehousing.com,15.64,36.05,23.63,93.9,21.65,18.23
Furnished Finder,TNH,2024-03-18,ayahealthcare.com,10.21,4.25,40.56,83.61,30.85,19.58
Furnished Finder,TNH,2024-03-26,You,42.42, --, --,92.13,65.86, --
Furnished Finder,TNH,2024-03-26,airbnb.com,10.28,19.41,9.92,73.5,10.88,41.6
Furnished Finder,TNH,2024-03-26,trustedhealth.com,< 10%,4.39,33.85,87.96,25.69,41.79
Furnished Finder,TNH,2024-03-26,vivian.com,< 10%,1.93,26.32,79.49,15.21,42.2
Furnished Finder,TNH,2024-03-26,crosscountry.com,< 10%,3.58,17.45,84.82,15.75,42.15
Furnished Finder,TNH,2024-03-21,travelnursehousing.com,22.57,40.55,25.75,93.78,22.39,44.06
Furnished Finder,TNH,2024-03-21,ayahealthcare.com,< 10%,2.62,44.8,89.59,36.76,48.62
Furnished Finder,TNH,2024-03-26,nomadhealth.com,< 10%,2.62,34.19,84.52,17.77,42.04
Furnished Finder,TNH,2024-03-26,travelnursehousing.com,16.19,36.88,18.92,94.25,16.64,39.46
Furnished Finder,TNH,2024-03-26,ayahealthcare.com,< 10%,2.91,44.77,85.83,32.21,41.87
Furnished Finder,TNH,2024-04-05,hometogo.com,< 10%,8.3,21.87,61.58,11.29,39.89
Furnished Finder,TNH,2024-04-05,evolve.com,< 10%,12.57,41.95,89.3,33.56,38.49
Furnished Finder,TNH,2024-04-06,apartmentlist.com,< 10%,7.1,30.88,79.29,12.88,43.46
Furnished Finder,TNH,2024-04-06,hometogo.com,< 10%,8.75,26.49,62.48,11.68,43.4
Furnished Finder,TNH,2024-04-06,travelnursehousing.com,23.5,48.89,14.69,92.38,11.29,41.24
Furnished Finder,TNH,2024-03-28,apartmentlist.com,< 10%,7.67,13.03,73.15,8.04,44.74
Furnished Finder,TNH,2024-04-06,evolve.com,< 10%,15.37,37.91,88.98,33.52,41.84
Furnished Finder,TNH,2024-04-05,apartmentlist.com,< 10%,8.66,29.48,77.85,12.21,39.59
Furnished Finder,TNH,2024-04-09,evolve.com,< 10%,15.82,48.61,89.74,36.45,37.0
Furnished Finder,TNH,2024-03-28,hometogo.com,< 10%,6.09,12.18,46.52,4.53,44.86
Furnished Finder,TNH,2024-03-28,evolve.com,< 10%,8.48,47.15,89.01,36.34,43.38
Furnished Finder,TNH,2024-03-28,travelnursehousing.com,15.19,32.52,18.35,94.77,15.08,42.5
Furnished Finder,TNH,2024-04-05,travelnursehousing.com,20.14,42.77,12.73,91.46,9.68,38.42
Furnished Finder,TNH,2024-04-09,apartmentlist.com,< 10%,9.32,34.18,84.99,18.62,38.8
Furnished Finder,TNH,2024-04-09,hometogo.com,< 10%,5.92,13.93,47.03,5.62,39.75
Furnished Finder,TNH,2024-04-09,travelnursehousing.com,20.57,45.35,19.35,90.79,14.28,36.57
Furnished Finder,TNH,2024-04-05,trustedhealth.com,< 10%,2.65,30.71,84.76,22.49,40.3
Furnished Finder,TNH,2024-04-06,trustedhealth.com,< 10%,2.65,33.07,87.74,21.97,44.04
Furnished Finder,TNH,2024-04-09,trustedhealth.com,< 10%,2.07,27.43,84.06,19.15,39.85
Furnished Finder,TNH,2024-03-28,trustedhealth.com,< 10%,2.57,28.19,87.65,26.76,44.87
Furnished Finder,TNH,2024-04-06,airbnb.com,24.14,27.52,31.41,81.71,30.28,40.59
Furnished Finder,TNH,2024-04-05,airbnb.com,24.35,31.3,32.31,83.13,28.45,36.52
Furnished Finder,TNH,2024-04-05,vrbo.com,< 10%,4.63,57.55,85.57,33.11,39.55
Furnished Finder,TNH,2024-04-05,hellolanding.com,< 10%,11.93,40.89,87.38,34.71,38.65
Furnished Finder,TNH,2024-03-28,airbnb.com,18.28,27.0,20.56,81.24,19.05,42.68
Furnished Finder,TNH,2024-03-28,vrbo.com,< 10%,6.17,39.94,83.86,35.81,44.08
Furnished Finder,TNH,2024-04-06,vrbo.com,< 10%,3.07,53.74,83.99,33.91,43.7
Furnished Finder,TNH,2024-04-06,hellolanding.com,< 10%,9.37,35.19,84.85,32.15,42.96
Furnished Finder,TNH,2024-04-09,hellolanding.com,< 10%,9.25,37.23,84.83,31.76,38.7
Furnished Finder,TNH,2024-04-09,airbnb.com,25.01,29.6,32.3,83.18,29.26,36.25
Furnished Finder,TNH,2024-03-28,You,45.19, --, --,91.97,62.67, --
Furnished Finder,TNH,2024-03-28,hellolanding.com,< 10%,9.02,26.58,81.83,21.69,44.11
Furnished Finder,TNH,2024-04-09,vrbo.com,< 10%,3.39,58.92,86.08,36.08,39.28
Furnished Finder,TNH,2024-04-05,You,40.63, --, --,89.72,57.49, --
Furnished Finder,TNH,2024-04-06,You,44.43, --, --,90.71,59.21, --
Furnished Finder,TNH,2024-04-09,You,40.08, --, --,89.87,53.21, --
Furnished Finder,TNH,2024-04-08,apartmentlist.com,< 10%,9.74,32.52,85.5,16.62,37.5
Furnished Finder,TNH,2024-04-03,evolve.com,< 10%,12.56,52.61,91.71,39.48,37.78
Furnished Finder,TNH,2024-04-08,travelnursehousing.com,19.86,44.49,16.76,90.38,11.8,35.84
Furnished Finder,TNH,2024-04-03,travelnursehousing.com,24.7,48.46,27.04,93.25,20.21,35.16
Furnished Finder,TNH,2024-04-03,hometogo.com,< 10%,6.65,19.15,48.49,4.65,39.94
Furnished Finder,TNH,2024-04-03,apartmentlist.com,< 10%,8.97,27.56,82.79,15.59,39.46
Furnished Finder,TNH,2024-04-08,hometogo.com,< 10%,4.39,14.71,52.2,3.9,38.48
Furnished Finder,TNH,2024-04-10,apartmentlist.com,< 10%,9.83,29.22,81.44,17.14,43.42
Furnished Finder,TNH,2024-04-08,evolve.com,< 10%,15.81,46.19,89.91,35.29,35.9
Furnished Finder,TNH,2024-04-03,trustedhealth.com,< 10%,1.82,27.84,80.94,18.84,40.25
Furnished Finder,TNH,2024-04-10,evolve.com,< 10%,15.55,45.3,88.84,34.94,41.55
Furnished Finder,TNH,2024-04-10,travelnursehousing.com,21.69,45.85,17.66,89.89,13.45,41.08
Furnished Finder,TNH,2024-04-10,hometogo.com,< 10%,5.28,19.93,59.54,6.7,44.23
Furnished Finder,TNH,2024-04-10,trustedhealth.com,< 10%,2.78,32.69,88.98,22.03,44.29
Furnished Finder,TNH,2024-04-08,trustedhealth.com,< 10%,2.52,32.48,80.59,18.27,38.41
Furnished Finder,TNH,2024-04-08,airbnb.com,23.23,26.76,28.82,82.0,27.87,35.74
Furnished Finder,TNH,2024-04-08,hellolanding.com,< 10%,8.94,32.29,84.68,30.99,37.61
Furnished Finder,TNH,2024-04-03,vrbo.com,< 10%,4.14,61.99,88.23,40.34,39.42
Furnished Finder,TNH,2024-04-10,hellolanding.com,< 10%,9.04,32.54,84.47,31.41,43.38
Furnished Finder,TNH,2024-04-10,vrbo.com,< 10%,3.76,56.87,86.45,33.75,43.74
Furnished Finder,TNH,2024-04-03,hellolanding.com,< 10%,11.53,39.77,85.99,32.73,38.6
Furnished Finder,TNH,2024-04-03,airbnb.com,25.6,30.89,30.48,81.8,24.67,36.65
Furnished Finder,TNH,2024-04-08,vrbo.com,< 10%,2.52,43.59,85.96,34.33,38.3
Furnished Finder,TNH,2024-04-10,You,44.7, --, --,90.57,56.61, --
Furnished Finder,TNH,2024-04-10,airbnb.com,24.2,29.68,31.91,81.92,29.68,40.47
Furnished Finder,TNH,2024-04-03,You,40.46, --, --,90.25,52.77, --
Furnished Finder,TNH,2024-04-08,You,38.73, --, --,91.49,57.26, --
Furnished Finder,TNH,2024-04-02,evolve.com,< 10%,10.98,39.38,89.67,31.77,27.97
Furnished Finder,TNH,2024-04-07,apartmentlist.com,< 10%,9.36,31.21,82.27,16.45,40.73
Furnished Finder,TNH,2024-04-07,hometogo.com,< 10%,9.0,22.04,64.84,10.71,41.13
Furnished Finder,TNH,2024-04-07,evolve.com,11.15,17.16,41.74,90.93,35.07,38.95
Furnished Finder,TNH,2024-04-02,apartmentlist.com,< 10%,7.69,12.31,78.12,8.59,28.95
Furnished Finder,TNH,2024-04-02,travelnursehousing.com,14.87,39.2,18.02,92.96,15.68,27.17
Furnished Finder,TNH,2024-04-02,hometogo.com,< 10%,4.04,2.09,31.05,1.66,29.21
Furnished Finder,TNH,2024-04-07,travelnursehousing.com,21.4,45.1,15.56,91.39,11.37,39.01
Furnished Finder,TNH,2024-04-02,trustedhealth.com,< 10%,2.94,31.03,88.88,27.94,28.96
Furnished Finder,TNH,2024-04-07,trustedhealth.com,< 10%,3.05,31.47,81.99,17.04,41.55
Furnished Finder,TNH,2024-04-02,airbnb.com,18.93,29.06,16.74,78.98,18.62,27.81
Furnished Finder,TNH,2024-04-07,airbnb.com,23.74,26.5,30.01,81.54,28.3,38.62
Furnished Finder,TNH,2024-04-02,hellolanding.com,< 10%,8.95,28.3,82.5,27.47,28.49
Furnished Finder,TNH,2024-04-02,vrbo.com,< 10%,5.24,41.29,88.64,36.66,28.6
Furnished Finder,TNH,2024-04-07,You,41.96, --, --,91.0,58.32, --
Furnished Finder,TNH,2024-04-07,hellolanding.com,< 10%,8.91,34.45,85.03,31.93,40.67
Furnished Finder,TNH,2024-04-07,vrbo.com,< 10%,3.39,46.54,84.86,31.98,41.3
Furnished Finder,TNH,2024-04-02,You,29.23, --, --,92.62,64.0, --
Furnished Finder,TNH,2024-04-04,travelnursehousing.com,24.97,50.79,18.34,93.04,13.88,36.46
Furnished Finder,TNH,2024-04-04,apartmentlist.com,< 10%,8.79,33.72,79.9,15.32,39.01
Furnished Finder,TNH,2024-04-04,hometogo.com,< 10%,8.18,24.57,59.77,7.71,39.4
Furnished Finder,TNH,2024-04-04,evolve.com,< 10%,13.53,46.48,91.6,35.09,37.68
Furnished Finder,TNH,2024-03-29,evolve.com,< 10%,9.06,44.47,90.77,34.74,33.53
Furnished Finder,TNH,2024-03-29,apartmentlist.com,< 10%,10.35,17.13,77.12,9.23,34.32
Furnished Finder,TNH,2024-04-01,evolve.com,< 10%,10.83,43.07,91.64,34.59,43.28
Furnished Finder,TNH,2024-04-04,trustedhealth.com,< 10%,1.81,22.47,81.29,12.26,40.04
Furnished Finder,TNH,2024-04-01,hometogo.com,< 10%,3.91,4.9,30.92,3.06,45.31
Furnished Finder,TNH,2024-03-31,apartmentlist.com,< 10%,10.56,22.53,79.55,12.25,37.73
Furnished Finder,TNH,2024-03-30,travelnursehousing.com,13.41,32.15,20.75,95.08,16.07,35.26
Furnished Finder,TNH,2024-03-30,hometogo.com,< 10%,7.25,10.25,45.45,3.64,37.5
Furnished Finder,TNH,2024-03-31,travelnursehousing.com,14.07,33.44,20.22,94.44,16.47,36.03
Furnished Finder,TNH,2024-03-29,hometogo.com,< 10%,7.68,14.22,51.71,5.3,34.55
Furnished Finder,TNH,2024-03-29,travelnursehousing.com,11.85,30.81,19.99,93.56,16.46,32.78
Furnished Finder,TNH,2024-04-01,travelnursehousing.com,16.44,35.0,17.79,93.92,14.11,42.57
Furnished Finder,TNH,2024-04-01,apartmentlist.com,< 10%,6.79,21.65,78.2,12.8,44.73
Furnished Finder,TNH,2024-03-30,apartmentlist.com,< 10%,10.27,21.14,76.86,9.07,36.96
Furnished Finder,TNH,2024-03-30,evolve.com,< 10%,9.46,43.1,90.39,32.86,36.24
Furnished Finder,TNH,2024-03-31,hometogo.com,< 10%,5.82,12.5,47.78,3.12,38.37
Furnished Finder,TNH,2024-04-01,trustedhealth.com,< 10%,2.97,29.57,86.68,23.0,45.0
Furnished Finder,TNH,2024-03-30,trustedhealth.com,< 10%,2.47,28.46,86.73,21.76,37.52
Furnished Finder,TNH,2024-03-31,evolve.com,< 10%,9.26,36.94,90.81,28.71,37.33
Furnished Finder,TNH,2024-03-29,trustedhealth.com,< 10%,2.36,28.03,84.91,24.83,34.7
Furnished Finder,TNH,2024-04-04,vrbo.com,< 10%,3.96,60.51,89.72,34.0,39.24
Furnished Finder,TNH,2024-03-31,trustedhealth.com,< 10%,2.6,31.82,86.24,22.25,38.33
Furnished Finder,TNH,2024-04-04,hellolanding.com,< 10%,10.88,39.55,87.65,32.73,38.48
Furnished Finder,TNH,2024-04-01,hellolanding.com,< 10%,10.3,26.51,83.25,23.86,44.16
Furnished Finder,TNH,2024-04-01,You,45.4, --, --,91.81,63.11, --
Furnished Finder,TNH,2024-03-29,airbnb.com,18.41,28.71,21.76,81.52,19.13,32.75
Furnished Finder,TNH,2024-04-01,vrbo.com,< 10%,5.92,47.98,87.05,37.48,44.11
Furnished Finder,TNH,2024-03-30,airbnb.com,19.26,27.35,19.4,80.13,17.93,35.78
Furnished Finder,TNH,2024-03-31,hellolanding.com,< 10%,9.91,29.96,82.94,24.1,37.5
Furnished Finder,TNH,2024-03-31,airbnb.com,18.46,25.56,19.46,81.39,19.06,36.72
Furnished Finder,TNH,2024-04-01,airbnb.com,16.52,24.93,14.99,72.36,16.06,43.7
Furnished Finder,TNH,2024-03-29,vrbo.com,< 10%,5.98,44.61,86.65,35.46,34.0
Furnished Finder,TNH,2024-03-29,hellolanding.com,< 10%,9.18,25.54,79.17,20.83,34.12
Furnished Finder,TNH,2024-03-30,hellolanding.com,< 10%,9.85,32.24,83.99,26.56,36.59
Furnished Finder,TNH,2024-04-04,You,40.21, --, --,90.91,57.61, --
Furnished Finder,TNH,2024-03-31,You,38.65, --, --,91.53,61.13, --
Furnished Finder,TNH,2024-03-31,vrbo.com,< 10%,6.17,40.45,88.0,34.42,37.68
Furnished Finder,TNH,2024-03-30,vrbo.com,< 10%,5.79,40.28,88.01,35.07,36.9
Furnished Finder,TNH,2024-04-04,airbnb.com,25.53,30.66,30.31,81.98,28.67,36.47
Furnished Finder,TNH,2024-03-29,You,34.93, --, --,91.66,61.69, --
Furnished Finder,TNH,2024-03-30,You,37.78, --, --,91.8,61.92, --
Furnished Finder,TNH,2024-04-11,You,42.38, --, --,89.79,55.71, --
Furnished Finder,TNH,2024-04-11,airbnb.com,24.23,30.1,36.88,83.07,29.54,37.67
Furnished Finder,TNH,2024-04-11,hellolanding.com,< 10%,11.66,38.47,84.31,30.28,40.48
Furnished Finder,TNH,2024-04-11,vrbo.com,< 10%,4.01,54.32,85.0,34.77,41.46
Furnished Finder,TNH,2024-04-11,vacasa.com,< 10%,3.51,50.23,90.61,41.0,41.63
Furnished Finder,TNH,2024-04-15,You,37.99, --, --,89.05,52.25, --
Furnished Finder,TNH,2024-04-15,airbnb.com,22.87,27.31,37.58,81.53,33.17,34.09
