Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Impression_population,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value,Channel_Group
20230803,google,cpc,Display - Retargeting,tablet,6,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230803,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230804,google,cpc,Display - Retargeting,mobile,170,121,16,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230804,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230804,google,cpc,Display - Retargeting,desktop,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230805,google,cpc,Display - Retargeting,mobile,144,119,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230805,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230805,google,cpc,Display - Retargeting,tablet,4,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230806,google,cpc,Display - Retargeting,mobile,194,161,32,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230806,google,cpc,Display - Retargeting,tablet,9,8,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230806,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230807,google,cpc,Display - Retargeting,mobile,182,145,32,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230807,google,cpc,Display - Retargeting,desktop,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230807,google,cpc,Display - Retargeting,tablet,6,5,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230808,google,cpc,Display - Retargeting,mobile,153,127,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230808,google,cpc,Display - Retargeting,desktop,5,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230808,google,cpc,Display - Retargeting,tablet,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230809,google,cpc,Display - Retargeting,mobile,143,114,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230809,google,cpc,Display - Retargeting,tablet,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230809,google,cpc,Display - Retargeting,desktop,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230810,google,cpc,Display - Retargeting,mobile,150,117,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230810,google,cpc,Display - Retargeting,tablet,4,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230810,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230811,google,cpc,Display - Retargeting,mobile,180,130,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230811,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230811,google,cpc,Display - Retargeting,tablet,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230812,google,cpc,Display - Retargeting,mobile,129,108,15,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230812,google,cpc,Display - Retargeting,desktop,5,3,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230813,google,cpc,Display - Retargeting,mobile,151,122,9,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230813,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230813,google,cpc,Display - Retargeting,tablet,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230814,google,cpc,Display - Retargeting,mobile,150,123,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230814,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230814,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230815,google,cpc,Display - Retargeting,mobile,168,119,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230815,google,cpc,Display - Retargeting,desktop,6,3,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230815,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230816,google,cpc,Display - Retargeting,mobile,150,118,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230816,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230816,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230817,google,cpc,Display - Retargeting,mobile,157,131,23,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230817,google,cpc,Display - Retargeting,desktop,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230817,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230818,google,cpc,Display - Retargeting,mobile,153,123,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230818,google,cpc,Display - Retargeting,desktop,6,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230818,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230819,google,cpc,Display - Retargeting,mobile,148,115,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230819,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230819,google,cpc,Display - Retargeting,tablet,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230820,google,cpc,Display - Retargeting,mobile,146,118,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230820,google,cpc,Display - Retargeting,tablet,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230820,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230821,google,cpc,Display - Retargeting,mobile,146,117,12,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230821,google,cpc,Display - Retargeting,desktop,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230821,google,cpc,Display - Retargeting,tablet,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230822,google,cpc,Display - Retargeting,mobile,163,133,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230822,google,cpc,Display - Retargeting,tablet,6,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230822,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230823,google,cpc,Display - Retargeting,mobile,153,124,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230823,google,cpc,Display - Retargeting,tablet,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230823,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230824,google,cpc,Display - Retargeting,mobile,140,119,11,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230824,google,cpc,Display - Retargeting,desktop,4,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230824,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230825,google,cpc,Display - Retargeting,mobile,142,122,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230825,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230825,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230826,google,cpc,Display - Retargeting,mobile,133,111,16,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230826,google,cpc,Display - Retargeting,tablet,12,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230826,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230827,google,cpc,Display - Retargeting,mobile,153,123,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230827,google,cpc,Display - Retargeting,tablet,7,7,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230827,google,cpc,Display - Retargeting,desktop,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230828,google,cpc,Display - Retargeting,mobile,139,105,10,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230828,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230828,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230829,google,cpc,Display - Retargeting,mobile,143,117,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230829,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230829,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230830,google,cpc,Display - Retargeting,mobile,140,109,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230830,google,cpc,Display - Retargeting,desktop,7,6,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230830,google,cpc,Display - Retargeting,tablet,4,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230831,google,cpc,Display - Retargeting,mobile,112,93,21,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230831,google,cpc,Display - Retargeting,desktop,4,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230831,google,cpc,Display - Retargeting,tablet,4,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230901,google,cpc,Display - Retargeting,mobile,150,116,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230901,google,cpc,Display - Retargeting,desktop,5,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230901,google,cpc,Display - Retargeting,tablet,5,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230902,google,cpc,Display - Retargeting,mobile,151,126,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230902,google,cpc,Display - Retargeting,desktop,4,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230902,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230903,google,cpc,Display - Retargeting,mobile,130,105,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230903,google,cpc,Display - Retargeting,desktop,3,3,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230903,google,cpc,Display - Retargeting,tablet,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230904,google,cpc,Display - Retargeting,mobile,131,100,16,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230904,google,cpc,Display - Retargeting,tablet,5,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230904,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230905,google,cpc,Display - Retargeting,mobile,209,164,27,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230905,google,cpc,Display - Retargeting,tablet,15,12,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230905,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230906,google,cpc,Display - Retargeting,mobile,197,157,24,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230906,google,cpc,Display - Retargeting,tablet,8,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230906,google,cpc,Display - Retargeting,desktop,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230907,google,cpc,Display - Retargeting,mobile,136,100,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230907,google,cpc,Display - Retargeting,tablet,8,7,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230907,google,cpc,Display - Retargeting,desktop,5,5,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230908,google,cpc,Display - Retargeting,mobile,136,111,16,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230908,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230908,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230909,google,cpc,Display - Retargeting,mobile,114,90,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230909,google,cpc,Display - Retargeting,tablet,7,6,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230909,google,cpc,Display - Retargeting,desktop,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230910,google,cpc,Display - Retargeting,mobile,103,83,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230910,google,cpc,Display - Retargeting,tablet,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230910,google,cpc,Display - Retargeting,desktop,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230911,google,cpc,Display - Retargeting,mobile,130,98,9,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230911,google,cpc,Display - Retargeting,desktop,7,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230911,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230912,google,cpc,Display - Retargeting,mobile,204,173,35,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230912,google,cpc,Display - Retargeting,tablet,7,6,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230912,google,cpc,Display - Retargeting,desktop,5,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230913,google,cpc,Display - Retargeting,mobile,150,116,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230913,google,cpc,Display - Retargeting,tablet,8,6,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230913,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230914,google,cpc,Display - Retargeting,mobile,140,124,20,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230914,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230915,google,cpc,Display - Retargeting,mobile,150,117,18,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230915,google,cpc,Display - Retargeting,tablet,4,4,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230915,google,cpc,Display - Retargeting,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230916,google,cpc,Display - Retargeting,mobile,145,105,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230916,google,cpc,Display - Retargeting,tablet,4,2,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230917,google,cpc,Display - Retargeting,mobile,130,108,15,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230917,google,cpc,Display - Retargeting,tablet,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230917,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230918,google,cpc,Display - Retargeting,mobile,133,101,15,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230918,google,cpc,Display - Retargeting,tablet,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230918,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230919,google,cpc,Display - Retargeting,mobile,143,109,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230919,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230919,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230920,google,cpc,Display - Retargeting,mobile,100,91,12,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230920,google,cpc,Display - Retargeting,tablet,7,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230920,google,cpc,Display - Retargeting,desktop,5,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230921,google,cpc,Display - Retargeting,mobile,109,95,9,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230921,google,cpc,Display - Retargeting,tablet,5,5,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230921,google,cpc,Display - Retargeting,desktop,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230922,google,cpc,Display - Retargeting,mobile,150,126,21,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230922,google,cpc,Display - Retargeting,tablet,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230923,google,cpc,Display - Retargeting,mobile,131,96,23,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230923,google,cpc,Display - Retargeting,desktop,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230923,google,cpc,Display - Retargeting,tablet,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230924,google,cpc,Display - Retargeting,mobile,115,85,15,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230924,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230924,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230925,google,cpc,Display - Retargeting,mobile,81,64,11,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230925,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230926,google,cpc,Display - Retargeting,mobile,180,139,35,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230926,google,cpc,Display - Retargeting,tablet,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230926,google,cpc,Display - Retargeting,desktop,2,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230927,google,cpc,Display - Retargeting,mobile,126,105,17,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230927,google,cpc,Display - Retargeting,tablet,5,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230927,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230928,google,cpc,Display - Retargeting,mobile,125,101,19,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230928,google,cpc,Display - Retargeting,tablet,7,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230929,google,cpc,Display - Retargeting,mobile,120,93,22,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230929,google,cpc,Display - Retargeting,tablet,3,3,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230929,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230930,google,cpc,Display - Retargeting,mobile,121,95,14,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230930,google,cpc,Display - Retargeting,tablet,3,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20230930,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231001,google,cpc,Display - Retargeting,mobile,103,89,12,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231001,google,cpc,Display - Retargeting,tablet,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231001,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231002,google,cpc,Display - Retargeting,mobile,112,85,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231002,google,cpc,Display - Retargeting,tablet,6,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231002,google,cpc,Display - Retargeting,desktop,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231003,google,cpc,Display - Retargeting,mobile,159,130,38,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231003,google,cpc,Display - Retargeting,tablet,6,5,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231003,google,cpc,Display - Retargeting,desktop,3,3,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231004,google,cpc,Display - Retargeting,mobile,85,61,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231004,google,cpc,Display - Retargeting,desktop,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231004,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231005,google,cpc,Display - Retargeting,mobile,52,35,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231005,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231005,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231006,google,cpc,Display - Retargeting,mobile,58,36,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231006,google,cpc,Display - Retargeting,desktop,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231006,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231007,google,cpc,Display - Retargeting,mobile,37,18,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231008,google,cpc,Display - Retargeting,mobile,26,21,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231008,google,cpc,Display - Retargeting,desktop,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231008,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231009,google,cpc,Display - Retargeting,mobile,32,19,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231009,google,cpc,Display - Retargeting,tablet,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231010,google,cpc,Display - Retargeting,mobile,29,21,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231010,google,cpc,Display - Retargeting,desktop,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
20231010,google,cpc,Display - Retargeting,tablet,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Paid Social + Display
